benchmark,scenario,noise_ratio,samples_per_client,num_clients,seed,method,exact_recovery,term_precision,term_recall,test_nmse,train_mse,spurious_accepted,exception_recovered,fallback_selected,selected_source,validation_mse,worst_validation_mse,runtime_seconds,communication_bytes,discovered_terms,expression,stop_reason,candidate_bank_target_recall,candidate_bank_contains_all_truth,candidate_bank_size,candidate_bank_nuisance_count,probe_certified,candidate_sets_evaluated,necessity_failures,swap_failures,exception_eligible_diagnostics,selector_structure,panel,balance_profile,nominal_samples_per_client,client_sizes,communication_per_client,frozen_v6_anchor_structure,frozen_candidate_bank_terms,rccd_final_structure,discovery_full_structure,discovery_full_coefficients,exception_term,source_term,exception_in_bank,exception_in_anchor,source_in_anchor,rccd_attempted,exception_coefficient,selector_eligible_clients,selector_eligible_support,selector_full_sse,selector_zero_sse,selector_delta,selector_passed,probe_eligible_clients,probe_eligible_support,probe_full_sse,probe_zero_sse,probe_delta,probe_passed,selector_outside_anchor_sse,selector_outside_full_sse,selector_outside_safe,probe_outside_anchor_sse,probe_outside_full_sse,probe_outside_safe,rccd_accepted
fourier_quadratic,spurious,0.2,100,4,20105,rccd-spent-diagnostic,1.0,1.0,1.0,0.0008050369656002128,0.1310741850876695,0.0,1.0,0.0,frozen-v6-anchor,0.16968809899679857,0.20596174474490853,1.5135411320000003,2998757,cos(x1);sin(x3);x2^2,-0.07289 + 0.7208·x₂² + 0.9162·sin(x₃) + 1.023·cos(x₁),"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); bank=x3,x2^2,cos(x1),cos(x2),sin(x3),sin(x1)*cos(x2),x1*x2; exception=; source=; in_bank=0; in_anchor=0; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,7,4,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,100,100;100;100;100,749689.25,1;x2^2;sin(x3);cos(x1),x3;x2^2;cos(x1);cos(x2);sin(x3);sin(x1)*cos(x2);x1*x2,1;x2^2;sin(x3);cos(x1),,[],,,0.0,0.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,spurious,0.2,250,4,20101,rccd-spent-diagnostic,1.0,1.0,1.0,0.00036705539819343046,0.13817232366134377,0.0,1.0,0.0,frozen-v6-anchor,0.1458985415116151,0.2080138070686177,1.5460067349999917,3008481,cos(x1);sin(x3);x2^2,-0.006555 + 0.6968·x₂² + 0.9158·sin(x₃) + 0.9481·cos(x₁),"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); bank=x3,x2^2,cos(x1),cos(x2),sin(x3),x4; exception=; source=; in_bank=0; in_anchor=0; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,6,3,1.0,63,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,250,250;250;250;250,752120.25,1;x2^2;sin(x3);cos(x1),x3;x2^2;cos(x1);cos(x2);sin(x3);x4,1;x2^2;sin(x3);cos(x1),,[],,,0.0,0.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,spurious,0.2,250,4,20102,rccd-spent-diagnostic,1.0,1.0,1.0,0.00047054726133030666,0.16133361146831574,0.0,1.0,0.0,frozen-v6-anchor,0.16656069359880954,0.1988397144763381,1.559262005999983,3012862,cos(x1);sin(x3);x2^2,0.002581 + 0.7084·x₂² + 0.8959·sin(x₃) + 0.9539·cos(x₁),"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); bank=x3,x2^2,cos(x1),cos(x2),sin(x3),x2,x4; exception=; source=; in_bank=0; in_anchor=0; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,7,4,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,250,250;250;250;250,753215.5,1;x2^2;sin(x3);cos(x1),x3;x2^2;cos(x1);cos(x2);sin(x3);x2;x4,1;x2^2;sin(x3);cos(x1),,[],,,0.0,0.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,spurious,0.2,250,4,20103,rccd-spent-diagnostic,1.0,1.0,1.0,6.839016036555416e-05,0.11732620953838581,0.0,1.0,0.0,frozen-v6-anchor,0.13179636491100294,0.1658285661829566,1.5640948110000181,3009836,cos(x1);sin(x3);x2^2,0.005857 + 0.7007·x₂² + 0.8783·sin(x₃) + 1.003·cos(x₁),"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); bank=x3,x2^2,cos(x1),cos(x2),sin(x3),x1^3,sin(x2); exception=; source=; in_bank=0; in_anchor=0; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,7,4,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,250,250;250;250;250,752459.0,1;x2^2;sin(x3);cos(x1),x3;x2^2;cos(x1);cos(x2);sin(x3);x1^3;sin(x2),1;x2^2;sin(x3);cos(x1),,[],,,0.0,0.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,spurious,0.2,250,4,20104,rccd-spent-diagnostic,1.0,1.0,1.0,0.0001868706032166122,0.12717221395502645,0.0,1.0,0.0,frozen-v6-anchor,0.1191956901624409,0.17019856371355618,1.56513490399999,3011589,cos(x1);sin(x3);x2^2,-0.0356 + 0.7068·x₂² + 0.8928·sin(x₃) + 1.03·cos(x₁),"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); bank=x2^2,x3,cos(x1),cos(x2),sin(x3),sin(x1)*cos(x2),x2; exception=; source=; in_bank=0; in_anchor=0; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,7,4,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,250,250;250;250;250,752897.25,1;x2^2;sin(x3);cos(x1),x2^2;x3;cos(x1);cos(x2);sin(x3);sin(x1)*cos(x2);x2,1;x2^2;sin(x3);cos(x1),,[],,,0.0,0.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,spurious,0.2,250,4,20105,rccd-spent-diagnostic,1.0,1.0,1.0,0.0004720228450334018,0.1535434947258699,0.0,1.0,0.0,frozen-v6-anchor,0.1720834555154373,0.22690887962792233,1.5576585789999626,3011943,cos(x1);sin(x3);x2^2,-0.01675 + 0.7095·x₂² + 0.909·sin(x₃) + 0.9429·cos(x₁),"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); bank=x3,x2^2,cos(x1),cos(x2),x1^2,sin(x3),x4^2; exception=; source=; in_bank=0; in_anchor=0; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,7,4,0.0,120,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,250,250;250;250;250,752985.75,1;x2^2;sin(x3);cos(x1),x3;x2^2;cos(x1);cos(x2);x1^2;sin(x3);x4^2,1;x2^2;sin(x3);cos(x1),,[],,,0.0,0.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,exception,0.1,100,4,20101,rccd-spent-diagnostic,1.0,1.0,1.0,0.00021017449040802908,0.06674461743761656,0.0,1.0,0.0,frozen-v6-anchor,0.05075735745869921,0.06675427260550179,2.083265019999999,3443700,I(x3>1)*x3^2;cos(x1);sin(x3);x2^2,-0.02342 + 0.7026·x₂² + 0.8579·sin(x₃) + 1.042·cos(x₁) + 0.7687·𝟙[x₃>1]·x₃²,"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; bank=x3,x2^2,cos(x1),cos(x2),I(x3>1)*x3^2,sin(x3),sin(x1); exception=I(x3>1)*x3^2; source=x3^2; in_bank=1; in_anchor=1; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,G,balanced,100,100;100;100;100,860925.0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,x3;x2^2;cos(x1);cos(x2);I(x3>1)*x3^2;sin(x3);sin(x1),1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,,[],I(x3>1)*x3^2,x3^2,1.0,1.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,exception,0.1,100,4,20102,rccd-spent-diagnostic,1.0,1.0,1.0,0.00012373883058929108,0.06881637264745252,0.0,1.0,0.0,frozen-v6-anchor,0.0735455819794936,0.08731700733649651,2.0417124360000116,3412309,I(x3>1)*x3^2;cos(x1);sin(x3);x2^2,-0.005232 + 0.6988·x₂² + 0.8954·sin(x₃) + 1.007·cos(x₁) + 0.7381·𝟙[x₃>1]·x₃²,"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; bank=x3,x2^2,cos(x1),cos(x2),I(x3>1)*x3^2,sin(x3),x1^3; exception=I(x3>1)*x3^2; source=x3^2; in_bank=1; in_anchor=1; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,G,balanced,100,100;100;100;100,853077.25,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,x3;x2^2;cos(x1);cos(x2);I(x3>1)*x3^2;sin(x3);x1^3,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,,[],I(x3>1)*x3^2,x3^2,1.0,1.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,exception,0.1,100,4,20103,rccd-spent-diagnostic,1.0,1.0,1.0,3.36643780882371e-05,0.06857473947019885,0.0,1.0,0.0,frozen-v6-anchor,0.07054594854735742,0.09114048102893359,2.1264147500000377,3476384,I(x3>1)*x3^2;cos(x1);sin(x3);x2^2,0.007951 + 0.7005·x₂² + 0.9241·sin(x₃) + 0.9903·cos(x₁) + 0.744·𝟙[x₃>1]·x₃²,"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; bank=x3,x2^2,cos(x1),cos(x2),I(x3>1)*x3^2,sin(x3),sin(x1+x1^2); exception=I(x3>1)*x3^2; source=x3^2; in_bank=1; in_anchor=1; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,G,balanced,100,100;100;100;100,869096.0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,x3;x2^2;cos(x1);cos(x2);I(x3>1)*x3^2;sin(x3);sin(x1+x1^2),1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,,[],I(x3>1)*x3^2,x3^2,1.0,1.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,exception,0.1,100,4,20104,rccd-spent-diagnostic,1.0,1.0,1.0,0.0001972442316554005,0.061916133162339584,0.0,1.0,0.0,frozen-v6-anchor,0.08329901690205332,0.10763533877672084,2.2130333640000117,3536393,I(x3>1)*x3^2;cos(x1);sin(x3);x2^2,-0.0582 + 0.7046·x₂² + 0.8532·sin(x₃) + 1.005·cos(x₁) + 0.7733·𝟙[x₃>1]·x₃²,"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; bank=x3,x2^2,cos(x1),cos(x2),I(x3>1)*x3^2,sin(x3),x1*x2; exception=I(x3>1)*x3^2; source=x3^2; in_bank=1; in_anchor=1; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,G,balanced,100,100;100;100;100,884098.25,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,x3;x2^2;cos(x1);cos(x2);I(x3>1)*x3^2;sin(x3);x1*x2,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,,[],I(x3>1)*x3^2,x3^2,1.0,1.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,exception,0.1,100,4,20105,rccd-spent-diagnostic,1.0,1.0,1.0,6.663169901268745e-05,0.06993326043925664,0.0,1.0,0.0,frozen-v6-anchor,0.05180147273303645,0.07622779555761099,2.126265971999999,3470796,I(x3>1)*x3^2;cos(x1);sin(x3);x2^2,-0.008426 + 0.6989·x₂² + 0.8861·sin(x₃) + 0.9723·cos(x₁) + 0.7587·𝟙[x₃>1]·x₃²,"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; bank=x3,cos(x1),x2^2,cos(x2),I(x3>1)*x3^2,sin(x3),x1*x2; exception=I(x3>1)*x3^2; source=x3^2; in_bank=1; in_anchor=1; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,G,balanced,100,100;100;100;100,867699.0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,x3;cos(x1);x2^2;cos(x2);I(x3>1)*x3^2;sin(x3);x1*x2,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,,[],I(x3>1)*x3^2,x3^2,1.0,1.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,exception,0.1,250,4,20101,rccd-spent-diagnostic,1.0,1.0,1.0,7.032830321512764e-05,0.07156361503633107,0.0,1.0,0.0,frozen-v6-anchor,0.07512614530748261,0.09059810586021559,2.0947331169999757,3428446,I(x3>1)*x3^2;cos(x1);sin(x3);x2^2,-0.01149 + 0.7042·x₂² + 0.9126·sin(x₃) + 0.9812·cos(x₁) + 0.7401·𝟙[x₃>1]·x₃²,"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; bank=x3,x2^2,cos(x1),I(x3>1)*x3^2,cos(x2),sin(x3),x1^3; exception=I(x3>1)*x3^2; source=x3^2; in_bank=1; in_anchor=1; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,G,balanced,250,250;250;250;250,857111.5,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,x3;x2^2;cos(x1);I(x3>1)*x3^2;cos(x2);sin(x3);x1^3,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,,[],I(x3>1)*x3^2,x3^2,1.0,1.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,exception,0.1,250,4,20102,rccd-spent-diagnostic,1.0,1.0,1.0,0.00011074547542259369,0.06623325845018448,0.0,1.0,0.0,frozen-v6-anchor,0.06746855028333948,0.07867938025389386,2.1302519220000136,3455566,I(x3>1)*x3^2;cos(x1);sin(x3);x2^2,0.004258 + 0.7057·x₂² + 0.9047·sin(x₃) + 1.019·cos(x₁) + 0.7403·𝟙[x₃>1]·x₃²,"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; bank=x3,x2^2,cos(x1),cos(x2),I(x3>1)*x3^2,sin(x3); exception=I(x3>1)*x3^2; source=x3^2; in_bank=1; in_anchor=1; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; wrapper_overhead_unoptimized=1",1.0,1.0,6,2,1.0,63,0,0,0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,G,balanced,250,250;250;250;250,863891.5,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,x3;x2^2;cos(x1);cos(x2);I(x3>1)*x3^2;sin(x3),1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,,[],I(x3>1)*x3^2,x3^2,1.0,1.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,exception,0.1,250,4,20103,rccd-spent-diagnostic,1.0,1.0,1.0,4.829144177738226e-05,0.055576047829360604,0.0,1.0,0.0,frozen-v6-anchor,0.05454833440673836,0.07719418241283443,2.134020942999996,3452916,I(x3>1)*x3^2;cos(x1);sin(x3);x2^2,-0.008756 + 0.7054·x₂² + 0.9041·sin(x₃) + 0.9936·cos(x₁) + 0.7509·𝟙[x₃>1]·x₃²,"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; bank=x3,x2^2,I(x3>1)*x3^2,cos(x1),cos(x2),sin(x3); exception=I(x3>1)*x3^2; source=x3^2; in_bank=1; in_anchor=1; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; wrapper_overhead_unoptimized=1",1.0,1.0,6,2,1.0,63,0,0,0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,G,balanced,250,250;250;250;250,863229.0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,x3;x2^2;I(x3>1)*x3^2;cos(x1);cos(x2);sin(x3),1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,,[],I(x3>1)*x3^2,x3^2,1.0,1.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,exception,0.1,250,4,20104,rccd-spent-diagnostic,1.0,1.0,1.0,7.639499060253267e-05,0.06083213892021007,0.0,1.0,0.0,frozen-v6-anchor,0.06392192717688813,0.07417631173900045,2.1354332760000148,3457053,I(x3>1)*x3^2;cos(x1);sin(x3);x2^2,-0.02811 + 0.7045·x₂² + 0.896·sin(x₃) + 1.017·cos(x₁) + 0.7465·𝟙[x₃>1]·x₃²,"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; bank=x2^2,x3,I(x3>1)*x3^2,cos(x1),cos(x2),sin(x3),x4; exception=I(x3>1)*x3^2; source=x3^2; in_bank=1; in_anchor=1; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,G,balanced,250,250;250;250;250,864263.25,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,x2^2;x3;I(x3>1)*x3^2;cos(x1);cos(x2);sin(x3);x4,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,,[],I(x3>1)*x3^2,x3^2,1.0,1.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,exception,0.1,250,4,20105,rccd-spent-diagnostic,1.0,1.0,1.0,4.5005884186849e-05,0.06847030406248776,0.0,1.0,0.0,frozen-v6-anchor,0.06138550195606183,0.07593843593632743,2.174424987000009,3484267,I(x3>1)*x3^2;cos(x1);sin(x3);x2^2,-0.03081 + 0.7049·x₂² + 0.8887·sin(x₃) + 0.999·cos(x₁) + 0.7556·𝟙[x₃>1]·x₃²,"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; bank=x3,x2^2,cos(x1),I(x3>1)*x3^2,sin(x3),x1*x2; exception=I(x3>1)*x3^2; source=x3^2; in_bank=1; in_anchor=1; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; wrapper_overhead_unoptimized=1",1.0,1.0,6,2,1.0,63,0,0,0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,G,balanced,250,250;250;250;250,871066.75,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,x3;x2^2;cos(x1);I(x3>1)*x3^2;sin(x3);x1*x2,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,,[],I(x3>1)*x3^2,x3^2,1.0,1.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,exception,0.2,100,4,20101,rccd-spent-diagnostic,1.0,1.0,1.0,0.000840697962060639,0.26697846975046624,0.0,1.0,0.0,frozen-v6-anchor,0.20302942983491737,0.2670170904223975,2.1687502480000376,3504091,I(x3>1)*x3^2;cos(x1);sin(x3);x2^2,-0.04684 + 0.7051·x₂² + 0.8158·sin(x₃) + 1.084·cos(x₁) + 0.7874·𝟙[x₃>1]·x₃²,"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; bank=x2^2,x3,cos(x1),cos(x2),I(x3>1)*x3^2,sin(x3),sin(x1); exception=I(x3>1)*x3^2; source=x3^2; in_bank=1; in_anchor=1; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,0.0,120,0,0,0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,G,balanced,100,100;100;100;100,876022.75,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,x2^2;x3;cos(x1);cos(x2);I(x3>1)*x3^2;sin(x3);sin(x1),1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,,[],I(x3>1)*x3^2,x3^2,1.0,1.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
fourier_quadratic,exception,0.2,100,4,20102,rccd-spent-diagnostic,1.0,1.0,1.0,0.0004949553224733611,0.2752654905898102,0.0,1.0,0.0,frozen-v6-anchor,0.294182327917872,0.3492680293459661,1.955128688000002,3349395,I(x3>1)*x3^2;cos(x1);sin(x3);x2^2,-0.01046 + 0.6976·x₂² + 0.8907·sin(x₃) + 1.015·cos(x₁) + 0.7262·𝟙[x₃>1]·x₃²,"RCCD spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; bank=x2^2,x3,cos(x1),cos(x2),I(x3>1)*x3^2,sin(x3),x1^3; exception=I(x3>1)*x3^2; source=x3^2; in_bank=1; in_anchor=1; source_in_anchor=0; attempted=0; selector_eligible=; selector_N=0; selector_delta=None; selector_pass=0; probe_eligible=; probe_N=0; probe_delta=None; probe_pass=0; selector_outside_safe=0; probe_outside_safe=0; accepted=0; final=1,x2^2,sin(x3),cos(x1),I(x3>1)*x3^2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,G,balanced,100,100;100;100;100,837348.75,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,x2^2;x3;cos(x1);cos(x2);I(x3>1)*x3^2;sin(x3);x1^3,1;x2^2;sin(x3);cos(x1);I(x3>1)*x3^2,,[],I(x3>1)*x3^2,x3^2,1.0,1.0,0.0,0.0,,,0,,,,0.0,,0,,,,0.0,,,0.0,,,0.0,0.0
