benchmark,scenario,noise_ratio,samples_per_client,num_clients,seed,method,exact_recovery,term_precision,term_recall,test_nmse,train_mse,spurious_accepted,exception_recovered,fallback_selected,selected_source,validation_mse,worst_validation_mse,runtime_seconds,communication_bytes,discovered_terms,expression,stop_reason,bank_target_recall,bank_contains_all_truth,bank_size,bank_nuisance_count,selector_structure,validated_structure,probe_passed,candidate_sets_evaluated,necessity_failures,swap_failures,exception_eligible_diagnostics
nested_sine,spurious,0.03,300,4,17101,scsv-selector,1.0,1.0,1.0,5.6350253167139795e-06,0.0007212622764591334,0.0,1.0,0.0,scsv-selector,0.0006782344253409573,0.0008754646258792162,1.1885155489999306,2153724,sin(x1);sin(x1+x1^2),-0.001231 + 0.9988·sin(x₁) + 1.003·sin(x₁+x₁²),"SCSV exploratory; bank=sin(x1),sin(x1+x1^2),x1; selector=1,sin(x1),sin(x1+x1^2); probe_passed=1; validated=1,sin(x1),sin(x1+x1^2); sets=8; diagnostics=[{""best_swap_gain"":18.318089558124665,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":68.92031614119821,""loco_min_swap_gain"":11.941448304922428,""necessity_gain"":95.58697823427312,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":52.8829770568742,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":40.44911816534437,""loco_min_swap_gain"":36.92004431161132,""necessity_gain"":55.389622051160515,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,3,1,1;sin(x1);sin(x1+x1^2),1;sin(x1);sin(x1+x1^2),1.0,8,0,0,0
nested_sine,spurious,0.03,300,4,17101,scsv-validated,1.0,1.0,1.0,5.6350253167139795e-06,0.0007212622764591334,0.0,1.0,0.0,selector-set,0.0006782344253409573,0.0008754646258792162,1.1885155489999306,2153724,sin(x1);sin(x1+x1^2),-0.001231 + 0.9988·sin(x₁) + 1.003·sin(x₁+x₁²),"SCSV exploratory; bank=sin(x1),sin(x1+x1^2),x1; selector=1,sin(x1),sin(x1+x1^2); probe_passed=1; validated=1,sin(x1),sin(x1+x1^2); sets=8; diagnostics=[{""best_swap_gain"":18.318089558124665,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":68.92031614119821,""loco_min_swap_gain"":11.941448304922428,""necessity_gain"":95.58697823427312,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":52.8829770568742,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":40.44911816534437,""loco_min_swap_gain"":36.92004431161132,""necessity_gain"":55.389622051160515,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]; operational_probe=1; term_diagnostics=[{""best_swap_gain"":18.318089558124665,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":68.92031614119821,""loco_min_swap_gain"":11.941448304922428,""necessity_gain"":95.58697823427312,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":52.8829770568742,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":40.44911816534437,""loco_min_swap_gain"":36.92004431161132,""necessity_gain"":55.389622051160515,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,3,1,1;sin(x1);sin(x1+x1^2),1;sin(x1);sin(x1+x1^2),1.0,8,0,0,0
nested_sine,spurious,0.03,300,4,17102,scsv-selector,1.0,1.0,1.0,3.6904764312452434e-07,0.0007197569035231678,0.0,1.0,0.0,scsv-selector,0.0006332020376271983,0.0007617957382804106,1.1896821320001436,2152698,sin(x1);sin(x1+x1^2),-9.199e-05 + 0.9997·sin(x₁) + 1.001·sin(x₁+x₁²),"SCSV exploratory; bank=sin(x1),sin(x1+x1^2),x1; selector=1,sin(x1),sin(x1+x1^2); probe_passed=1; validated=1,sin(x1),sin(x1+x1^2); sets=8; diagnostics=[{""best_swap_gain"":21.340464859190675,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":66.50075619786442,""loco_min_swap_gain"":12.409084519601102,""necessity_gain"":93.15236510375667,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":55.62335162085751,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":38.87487871836201,""loco_min_swap_gain"":33.65158406417545,""necessity_gain"":57.1690758907709,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,3,1,1;sin(x1);sin(x1+x1^2),1;sin(x1);sin(x1+x1^2),1.0,8,0,0,0
nested_sine,spurious,0.03,300,4,17102,scsv-validated,1.0,1.0,1.0,3.6904764312452434e-07,0.0007197569035231678,0.0,1.0,0.0,selector-set,0.0006332020376271983,0.0007617957382804106,1.1896821320001436,2152698,sin(x1);sin(x1+x1^2),-9.199e-05 + 0.9997·sin(x₁) + 1.001·sin(x₁+x₁²),"SCSV exploratory; bank=sin(x1),sin(x1+x1^2),x1; selector=1,sin(x1),sin(x1+x1^2); probe_passed=1; validated=1,sin(x1),sin(x1+x1^2); sets=8; diagnostics=[{""best_swap_gain"":21.340464859190675,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":66.50075619786442,""loco_min_swap_gain"":12.409084519601102,""necessity_gain"":93.15236510375667,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":55.62335162085751,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":38.87487871836201,""loco_min_swap_gain"":33.65158406417545,""necessity_gain"":57.1690758907709,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]; operational_probe=1; term_diagnostics=[{""best_swap_gain"":21.340464859190675,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":66.50075619786442,""loco_min_swap_gain"":12.409084519601102,""necessity_gain"":93.15236510375667,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":55.62335162085751,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":38.87487871836201,""loco_min_swap_gain"":33.65158406417545,""necessity_gain"":57.1690758907709,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,3,1,1;sin(x1);sin(x1+x1^2),1;sin(x1);sin(x1+x1^2),1.0,8,0,0,0
nested_sine,spurious,0.03,300,4,17103,scsv-selector,1.0,1.0,1.0,3.7598769485647834e-07,0.0006598836318492397,0.0,1.0,0.0,scsv-selector,0.0006109859670842729,0.0008093572465722805,1.1939801109999735,2154999,sin(x1);sin(x1+x1^2),0.0002293 + 0.9994·sin(x₁) + 1·sin(x₁+x₁²),"SCSV exploratory; bank=sin(x1),sin(x1+x1^2),x1; selector=1,sin(x1),sin(x1+x1^2); probe_passed=1; validated=1,sin(x1),sin(x1+x1^2); sets=8; diagnostics=[{""best_swap_gain"":21.896501643678135,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":73.99088701814688,""loco_min_swap_gain"":12.459826720542587,""necessity_gain"":99.41089335104766,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":56.80724361020299,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":39.60675613715317,""loco_min_swap_gain"":39.5664405978421,""necessity_gain"":59.35086636055995,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,3,1,1;sin(x1);sin(x1+x1^2),1;sin(x1);sin(x1+x1^2),1.0,8,0,0,0
nested_sine,spurious,0.03,300,4,17103,scsv-validated,1.0,1.0,1.0,3.7598769485647834e-07,0.0006598836318492397,0.0,1.0,0.0,selector-set,0.0006109859670842729,0.0008093572465722805,1.1939801109999735,2154999,sin(x1);sin(x1+x1^2),0.0002293 + 0.9994·sin(x₁) + 1·sin(x₁+x₁²),"SCSV exploratory; bank=sin(x1),sin(x1+x1^2),x1; selector=1,sin(x1),sin(x1+x1^2); probe_passed=1; validated=1,sin(x1),sin(x1+x1^2); sets=8; diagnostics=[{""best_swap_gain"":21.896501643678135,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":73.99088701814688,""loco_min_swap_gain"":12.459826720542587,""necessity_gain"":99.41089335104766,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":56.80724361020299,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":39.60675613715317,""loco_min_swap_gain"":39.5664405978421,""necessity_gain"":59.35086636055995,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]; operational_probe=1; term_diagnostics=[{""best_swap_gain"":21.896501643678135,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":73.99088701814688,""loco_min_swap_gain"":12.459826720542587,""necessity_gain"":99.41089335104766,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":56.80724361020299,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":39.60675613715317,""loco_min_swap_gain"":39.5664405978421,""necessity_gain"":59.35086636055995,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,3,1,1;sin(x1);sin(x1+x1^2),1;sin(x1);sin(x1+x1^2),1.0,8,0,0,0
nested_sine,spurious,0.03,300,4,17104,scsv-selector,1.0,1.0,1.0,2.0306170332540726e-06,0.0007989011751017124,0.0,1.0,0.0,scsv-selector,0.0007396100945903249,0.0007803807825194693,1.1914287520000926,2152951,sin(x1);sin(x1+x1^2),-5.893e-05 + 0.9986·sin(x₁) + 1.001·sin(x₁+x₁²),"SCSV exploratory; bank=sin(x1),sin(x1+x1^2),x1; selector=1,sin(x1),sin(x1+x1^2); probe_passed=1; validated=1,sin(x1),sin(x1+x1^2); sets=8; diagnostics=[{""best_swap_gain"":16.365998014532984,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":63.49066378633892,""loco_min_swap_gain"":8.80006957670085,""necessity_gain"":90.26335283375822,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":51.636598568018016,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":37.458666672292324,""loco_min_swap_gain"":35.913271843665925,""necessity_gain"":54.24639966431092,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,3,1,1;sin(x1);sin(x1+x1^2),1;sin(x1);sin(x1+x1^2),1.0,8,0,0,0
nested_sine,spurious,0.03,300,4,17104,scsv-validated,1.0,1.0,1.0,2.0306170332540726e-06,0.0007989011751017124,0.0,1.0,0.0,selector-set,0.0007396100945903249,0.0007803807825194693,1.1914287520000926,2152951,sin(x1);sin(x1+x1^2),-5.893e-05 + 0.9986·sin(x₁) + 1.001·sin(x₁+x₁²),"SCSV exploratory; bank=sin(x1),sin(x1+x1^2),x1; selector=1,sin(x1),sin(x1+x1^2); probe_passed=1; validated=1,sin(x1),sin(x1+x1^2); sets=8; diagnostics=[{""best_swap_gain"":16.365998014532984,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":63.49066378633892,""loco_min_swap_gain"":8.80006957670085,""necessity_gain"":90.26335283375822,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":51.636598568018016,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":37.458666672292324,""loco_min_swap_gain"":35.913271843665925,""necessity_gain"":54.24639966431092,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]; operational_probe=1; term_diagnostics=[{""best_swap_gain"":16.365998014532984,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":63.49066378633892,""loco_min_swap_gain"":8.80006957670085,""necessity_gain"":90.26335283375822,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":51.636598568018016,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":37.458666672292324,""loco_min_swap_gain"":35.913271843665925,""necessity_gain"":54.24639966431092,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,3,1,1;sin(x1);sin(x1+x1^2),1;sin(x1);sin(x1+x1^2),1.0,8,0,0,0
nested_sine,spurious,0.03,300,4,17105,scsv-selector,1.0,1.0,1.0,8.622950424242017e-07,0.0007155676516662102,0.0,1.0,0.0,scsv-selector,0.0007218702429602233,0.0008319782759691128,1.196548956000015,2155135,sin(x1);sin(x1+x1^2),0.0006993 + 1·sin(x₁) + 1.001·sin(x₁+x₁²),"SCSV exploratory; bank=sin(x1),sin(x1+x1^2),x1; selector=1,sin(x1),sin(x1+x1^2); probe_passed=1; validated=1,sin(x1),sin(x1+x1^2); sets=8; diagnostics=[{""best_swap_gain"":15.653985527386958,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":68.4743347104343,""loco_min_swap_gain"":10.475963535632324,""necessity_gain"":95.42584655035293,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":47.96455863890592,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":34.9230681779004,""loco_min_swap_gain"":31.939100335943518,""necessity_gain"":49.80307198815264,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,3,1,1;sin(x1);sin(x1+x1^2),1;sin(x1);sin(x1+x1^2),1.0,8,0,0,0
nested_sine,spurious,0.03,300,4,17105,scsv-validated,1.0,1.0,1.0,8.622950424242017e-07,0.0007155676516662102,0.0,1.0,0.0,selector-set,0.0007218702429602233,0.0008319782759691128,1.196548956000015,2155135,sin(x1);sin(x1+x1^2),0.0006993 + 1·sin(x₁) + 1.001·sin(x₁+x₁²),"SCSV exploratory; bank=sin(x1),sin(x1+x1^2),x1; selector=1,sin(x1),sin(x1+x1^2); probe_passed=1; validated=1,sin(x1),sin(x1+x1^2); sets=8; diagnostics=[{""best_swap_gain"":15.653985527386958,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":68.4743347104343,""loco_min_swap_gain"":10.475963535632324,""necessity_gain"":95.42584655035293,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":47.96455863890592,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":34.9230681779004,""loco_min_swap_gain"":31.939100335943518,""necessity_gain"":49.80307198815264,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]; operational_probe=1; term_diagnostics=[{""best_swap_gain"":15.653985527386958,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":68.4743347104343,""loco_min_swap_gain"":10.475963535632324,""necessity_gain"":95.42584655035293,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":47.96455863890592,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":34.9230681779004,""loco_min_swap_gain"":31.939100335943518,""necessity_gain"":49.80307198815264,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,3,1,1;sin(x1);sin(x1+x1^2),1;sin(x1);sin(x1+x1^2),1.0,8,0,0,0
nested_sine,spurious,0.1,120,4,17101,scsv-selector,1.0,1.0,1.0,8.513010460075551e-05,0.0072054621953523655,0.0,1.0,0.0,scsv-selector,0.007054886728614849,0.011431364828819568,1.536574605999931,3040256,sin(x1);sin(x1+x1^2),-0.006619 + 1.006·sin(x₁) + 1.008·sin(x₁+x₁²),"SCSV exploratory; bank=sin(x1),sin(x1+x1^2),x1,sin(x2),x4^2,sin(x1)*cos(x2); selector=1,sin(x1),sin(x1+x1^2); probe_passed=1; validated=1,sin(x1),sin(x1+x1^2); sets=63; diagnostics=[{""best_swap_gain"":7.1656490406462,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":25.15852084900684,""loco_min_swap_gain"":3.7175155906898247,""necessity_gain"":35.54355770962518,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":16.785412477852013,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":12.970286209076924,""loco_min_swap_gain"":9.926189493036915,""necessity_gain"":19.043554562692837,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,6,4,1;sin(x1);sin(x1+x1^2),1;sin(x1);sin(x1+x1^2),1.0,63,0,0,0
nested_sine,spurious,0.1,120,4,17101,scsv-validated,1.0,1.0,1.0,8.513010460075551e-05,0.0072054621953523655,0.0,1.0,0.0,selector-set,0.007054886728614849,0.011431364828819568,1.536574605999931,3040256,sin(x1);sin(x1+x1^2),-0.006619 + 1.006·sin(x₁) + 1.008·sin(x₁+x₁²),"SCSV exploratory; bank=sin(x1),sin(x1+x1^2),x1,sin(x2),x4^2,sin(x1)*cos(x2); selector=1,sin(x1),sin(x1+x1^2); probe_passed=1; validated=1,sin(x1),sin(x1+x1^2); sets=63; diagnostics=[{""best_swap_gain"":7.1656490406462,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":25.15852084900684,""loco_min_swap_gain"":3.7175155906898247,""necessity_gain"":35.54355770962518,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":16.785412477852013,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":12.970286209076924,""loco_min_swap_gain"":9.926189493036915,""necessity_gain"":19.043554562692837,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]; operational_probe=1; term_diagnostics=[{""best_swap_gain"":7.1656490406462,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":25.15852084900684,""loco_min_swap_gain"":3.7175155906898247,""necessity_gain"":35.54355770962518,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":16.785412477852013,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":12.970286209076924,""loco_min_swap_gain"":9.926189493036915,""necessity_gain"":19.043554562692837,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,6,4,1;sin(x1);sin(x1+x1^2),1;sin(x1);sin(x1+x1^2),1.0,63,0,0,0
nested_sine,spurious,0.1,120,4,17102,scsv-selector,1.0,1.0,1.0,3.953283452219317e-05,0.007695185017879199,0.0,1.0,0.0,scsv-selector,0.007445013893235399,0.012021631365738096,1.5039107820000481,3011822,sin(x1);sin(x1+x1^2),0.00323 + 0.9984·sin(x₁) + 1.006·sin(x₁+x₁²),"SCSV exploratory; bank=sin(x1),sin(x1+x1^2),x1,sin(x2),x3^2,x4; selector=1,sin(x1),sin(x1+x1^2); probe_passed=1; validated=1,sin(x1),sin(x1+x1^2); sets=63; diagnostics=[{""best_swap_gain"":7.773926058296793,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":27.27386874995281,""loco_min_swap_gain"":4.234570180612769,""necessity_gain"":38.50244154319323,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":23.411078755034033,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":13.932653358213983,""loco_min_swap_gain"":14.332182359974016,""necessity_gain"":23.71768808814849,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,6,4,1;sin(x1);sin(x1+x1^2),1;sin(x1);sin(x1+x1^2),1.0,63,0,0,0
