family,noise_ratio,samples_per_client,num_clients,balance_profile,role_profile,seed,method,exact_recovery,term_precision,term_recall,test_nmse,train_mse,deviation_tp,deviation_fp,deviation_fn,deviation_precision,deviation_recall,all_true_deviations_recovered,spurious_deviation_accepted,runtime_seconds,communication_bytes,discovered_terms,accepted_deviations,anchor_structure,final_structure,bank_terms,source_linked_candidates,role_hypothesis_positive,min_accepted_role_gap,min_accepted_role_mean,max_accepted_outside_mean,certificate_violation_count,source_ambiguity,global_ambiguity,diagnostics_json,expression,stop_reason
quadratic_role_v8,0.1,100,4,balanced,single,25101,scsv-spcc-v8-full,1.0,1.0,1.0,0.00023376290149236217,0.10609790852975198,1,0,0,1.0,1.0,1.0,0.0,2.5754262170000004,4518994,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,x1^2;x2;x1;x3;cos(x1);sin(x3);I(x1<-0.75)*x1^2;x2^2,,0.0,,,,0,0.0,0.0,[],-0.02639 + 0.5532·x₂ + 0.858·x₁² + 0.7521·sin(x₃) + 0.6782·𝟙[x₁<-0.75]·x₁²,"SCSV-SPCC v8; strict_probe=0; anchor=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; bank=x1^2,x2,x1,x3,cos(x1),sin(x3),I(x1<-0.75)*x1^2,x2^2; source_linked=; accepted=; source_ambiguity=0; global_ambiguity=0; final=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2"
quadratic_role_v8,0.1,100,4,balanced,single,25101,scsv-v6-anchor,1.0,1.0,1.0,0.00023376290149236217,0.10609790852975198,1,0,0,1.0,1.0,1.0,0.0,2.5749073929999966,4518994,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,,,0.0,,,,0,0.0,0.0,[],-0.02639 + 0.5532·x₂ + 0.858·x₁² + 0.7521·sin(x₃) + 0.6782·𝟙[x₁<-0.75]·x₁²,"SCSV-Cert v6; score=1; bank=x1^2,x2,x1,x3,cos(x1),sin(x3),I(x1<-0.75)*x1^2,x2^2; selector=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; probe_certified=1; sets=219; diagnostics=[{""best_swap_gain"":62.986237969509304,""best_swap_rival"":""x2^2"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":41.99203945997054,""loco_min_swap_gain"":42.1259525390695,""necessity_gain"":65.71662228937923,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x2""},{""best_swap_gain"":10.004863370620242,""best_swap_rival"":""cos(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":126.61988727004614,""loco_min_swap_gain"":6.621405282412923,""necessity_gain"":218.92293570956375,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^2""},{""best_swap_gain"":1.0523802030191263,""best_swap_rival"":""x3"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":11.009384613803022,""loco_min_swap_gain"":0.5567451962854619,""necessity_gain"":17.12483478296197,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x3)""},{""best_swap_gain"":null,""best_swap_rival"":null,""eligible_clients"":[""client-4""],""kind"":""exception"",""loco_min_necessity_gain"":null,""loco_min_swap_gain"":null,""necessity_gain"":40.64099047623165,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""I(x1<-0.75)*x1^2""}]"
quadratic_role_v8,0.1,100,4,balanced,single,25101,scsv-spcc-v8-strict-probe,1.0,1.0,1.0,0.00023376290149236217,0.10609790852975198,1,0,0,1.0,1.0,1.0,0.0,2.5400205319999998,4518994,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,x1^2;x2;x1;x3;cos(x1);sin(x3);I(x1<-0.75)*x1^2;x2^2,,0.0,,,,0,0.0,0.0,[],-0.02639 + 0.5532·x₂ + 0.858·x₁² + 0.7521·sin(x₃) + 0.6782·𝟙[x₁<-0.75]·x₁²,"SCSV-SPCC v8; strict_probe=1; anchor=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; bank=x1^2,x2,x1,x3,cos(x1),sin(x3),I(x1<-0.75)*x1^2,x2^2; source_linked=; accepted=; source_ambiguity=0; global_ambiguity=0; final=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2"
quadratic_role_v8,0.1,100,4,balanced,single,25101,scsv-rcd-v7-style,1.0,1.0,1.0,0.00023376290149236217,0.10609790852975198,1,0,0,1.0,1.0,1.0,0.0,2.5491677349999975,4518994,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,x1^2;x2;x1;x3;cos(x1);sin(x3);I(x1<-0.75)*x1^2;x2^2,,0.0,,,,0,0.0,0.0,[],-0.02639 + 0.5532·x₂ + 0.858·x₁² + 0.7521·sin(x₃) + 0.6782·𝟙[x₁<-0.75]·x₁²,"SCSV-RCD v7; probe_required=1; anchor=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; bank=x1^2,x2,x1,x3,cos(x1),sin(x3),I(x1<-0.75)*x1^2,x2^2; source_linked=; accepted=; ambiguity=0; final=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2"
quadratic_role_v8,0.1,100,4,balanced,single,25101,centralized-forward,0.0,0.8,1.0,0.00048026645675412066,0.1027605087704853,1,0,0,1.0,1.0,1.0,0.0,0.021233217999999,0,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2;x2^2,,,1;x1^2;I(x1<-0.75)*x1^2;x2;sin(x3);x2^2,,,0.0,,,,0,0.0,0.0,[],-0.09374 + 0.8571·x₁² + 0.6807·𝟙[x₁<-0.75]·x₁² + 0.5494·x₂ + 0.7464·sin(x₃) + 0.02118·x₂²,information criterion stopped
quadratic_role_v8,0.1,100,4,balanced,single,25102,scsv-spcc-v8-full,1.0,1.0,1.0,0.00011042766834679158,0.09777128895892001,1,0,0,1.0,1.0,1.0,0.0,2.561521686000006,4517788,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,x1^2;x1;x2;x3;cos(x1);sin(x3);I(x1<-0.75)*x1^2;I(x3>0.75)*x3,,0.0,,,,0,0.0,0.0,[],0.01389 + 0.563·x₂ + 0.851·x₁² + 0.7781·sin(x₃) + 0.7025·𝟙[x₁<-0.75]·x₁²,"SCSV-SPCC v8; strict_probe=0; anchor=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; bank=x1^2,x1,x2,x3,cos(x1),sin(x3),I(x1<-0.75)*x1^2,I(x3>0.75)*x3; source_linked=; accepted=; source_ambiguity=0; global_ambiguity=0; final=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2"
quadratic_role_v8,0.1,100,4,balanced,single,25102,scsv-v6-anchor,1.0,1.0,1.0,0.00011042766834679158,0.09777128895892001,1,0,0,1.0,1.0,1.0,0.0,2.5610520219999984,4517788,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,,,0.0,,,,0,0.0,0.0,[],0.01389 + 0.563·x₂ + 0.851·x₁² + 0.7781·sin(x₃) + 0.7025·𝟙[x₁<-0.75]·x₁²,"SCSV-Cert v6; score=1; bank=x1^2,x1,x2,x3,cos(x1),sin(x3),I(x1<-0.75)*x1^2,I(x3>0.75)*x3; selector=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; probe_certified=1; sets=219; diagnostics=[{""best_swap_gain"":78.77304602768349,""best_swap_rival"":""x3"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":55.22340696944579,""loco_min_swap_gain"":54.513046864253184,""necessity_gain"":79.3322264912684,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x2""},{""best_swap_gain"":13.314996897255199,""best_swap_rival"":""cos(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":115.75637114474809,""loco_min_swap_gain"":9.445316241879695,""necessity_gain"":210.47117540043854,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^2""},{""best_swap_gain"":1.4309286891720774,""best_swap_rival"":""x3"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":14.571365061497985,""loco_min_swap_gain"":0.3529915117478595,""necessity_gain"":21.88418519841177,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x3)""},{""best_swap_gain"":null,""best_swap_rival"":null,""eligible_clients"":[""client-4""],""kind"":""exception"",""loco_min_necessity_gain"":null,""loco_min_swap_gain"":null,""necessity_gain"":17.836895652999004,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""I(x1<-0.75)*x1^2""}]"
quadratic_role_v8,0.1,100,4,balanced,single,25102,scsv-spcc-v8-strict-probe,1.0,1.0,1.0,0.00011042766834679158,0.09777128895892001,1,0,0,1.0,1.0,1.0,0.0,2.5307054860000022,4517788,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,x1^2;x1;x2;x3;cos(x1);sin(x3);I(x1<-0.75)*x1^2;I(x3>0.75)*x3,,0.0,,,,0,0.0,0.0,[],0.01389 + 0.563·x₂ + 0.851·x₁² + 0.7781·sin(x₃) + 0.7025·𝟙[x₁<-0.75]·x₁²,"SCSV-SPCC v8; strict_probe=1; anchor=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; bank=x1^2,x1,x2,x3,cos(x1),sin(x3),I(x1<-0.75)*x1^2,I(x3>0.75)*x3; source_linked=; accepted=; source_ambiguity=0; global_ambiguity=0; final=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2"
quadratic_role_v8,0.1,100,4,balanced,single,25102,scsv-rcd-v7-style,1.0,1.0,1.0,0.00011042766834679158,0.09777128895892001,1,0,0,1.0,1.0,1.0,0.0,2.5411518790000045,4517788,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,x1^2;x1;x2;x3;cos(x1);sin(x3);I(x1<-0.75)*x1^2;I(x3>0.75)*x3,,0.0,,,,0,0.0,0.0,[],0.01389 + 0.563·x₂ + 0.851·x₁² + 0.7781·sin(x₃) + 0.7025·𝟙[x₁<-0.75]·x₁²,"SCSV-RCD v7; probe_required=1; anchor=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; bank=x1^2,x1,x2,x3,cos(x1),sin(x3),I(x1<-0.75)*x1^2,I(x3>0.75)*x3; source_linked=; accepted=; ambiguity=0; final=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2"
quadratic_role_v8,0.1,100,4,balanced,single,25102,centralized-forward,0.0,0.6,0.75,0.0004943166738534419,0.09893680516710777,0,0,1,0.0,0.0,0.0,0.0,0.02004674500000192,0,sin(x1);sin(x3);x1;x1^2;x2,,,1;x1^2;x1;x2;sin(x3);sin(x1),,,0.0,,,,0,0.0,0.0,[],-0.006396 + 1.206·x₁² - 1.092·x₁ + 0.5621·x₂ + 0.7733·sin(x₃) + 0.8729·sin(x₁),information criterion stopped
quadratic_role_v8,0.1,100,4,balanced,single,25103,scsv-spcc-v8-full,0.0,0.75,0.75,0.003526144270658587,0.12105579932718698,1,0,0,1.0,1.0,1.0,0.0,2.4848947620000033,4479009,I(x1<-0.75)*x1^2;x1^2;x2;x3,,1;x2;x3;x1^2;I(x1<-0.75)*x1^2,1;x2;x3;x1^2;I(x1<-0.75)*x1^2,x1^2;x2;x1;x3;cos(x1);I(x1<-0.75)*x1^2;sin(x3);I(x1>0.75)*cos(x1),,0.0,,,,0,0.0,0.0,[],-0.015 + 0.5644·x₂ + 0.4156·x₃ + 0.8591·x₁² + 0.7009·𝟙[x₁<-0.75]·x₁²,"SCSV-SPCC v8; strict_probe=0; anchor=1,x2,x3,x1^2,I(x1<-0.75)*x1^2; bank=x1^2,x2,x1,x3,cos(x1),I(x1<-0.75)*x1^2,sin(x3),I(x1>0.75)*cos(x1); source_linked=; accepted=; source_ambiguity=0; global_ambiguity=0; final=1,x2,x3,x1^2,I(x1<-0.75)*x1^2"
quadratic_role_v8,0.1,100,4,balanced,single,25103,scsv-v6-anchor,0.0,0.75,0.75,0.003526144270658587,0.12105579932718698,1,0,0,1.0,1.0,1.0,0.0,2.484463884,4479009,I(x1<-0.75)*x1^2;x1^2;x2;x3,,,1;x2;x3;x1^2;I(x1<-0.75)*x1^2,,,0.0,,,,0,0.0,0.0,[],-0.015 + 0.5644·x₂ + 0.4156·x₃ + 0.8591·x₁² + 0.7009·𝟙[x₁<-0.75]·x₁²,"SCSV-Cert v6; score=1; bank=x1^2,x2,x1,x3,cos(x1),I(x1<-0.75)*x1^2,sin(x3),I(x1>0.75)*cos(x1); selector=1,x2,x3,x1^2,I(x1<-0.75)*x1^2; probe_certified=0; sets=219; diagnostics=[{""best_swap_gain"":48.336542193607144,""best_swap_rival"":""sin(x3)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":36.69666607213793,""loco_min_swap_gain"":30.215970494520818,""necessity_gain"":53.92438353551472,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x2""},{""best_swap_gain"":-2.0865253380493414,""best_swap_rival"":""sin(x3)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":15.287381405884005,""loco_min_swap_gain"":-2.4918761345214335,""necessity_gain"":22.270282672548788,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":false,""reason"":""surrogate one-swap falsification failed"",""swap_passed"":false,""term"":""x3""},{""best_swap_gain"":5.631944045588256,""best_swap_rival"":""cos(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":120.83018848529534,""loco_min_swap_gain"":3.5419977164544605,""necessity_gain"":217.65663423288862,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^2""},{""best_swap_gain"":null,""best_swap_rival"":null,""eligible_clients"":[""client-4""],""kind"":""exception"",""loco_min_necessity_gain"":null,""loco_min_swap_gain"":null,""necessity_gain"":44.645291644332985,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""I(x1<-0.75)*x1^2""}]"
quadratic_role_v8,0.1,100,4,balanced,single,25103,scsv-spcc-v8-strict-probe,0.0,0.75,0.75,0.003526144270658587,0.12105579932718698,1,0,0,1.0,1.0,1.0,0.0,2.499968573000004,4479009,I(x1<-0.75)*x1^2;x1^2;x2;x3,,1;x2;x3;x1^2;I(x1<-0.75)*x1^2,1;x2;x3;x1^2;I(x1<-0.75)*x1^2,x1^2;x2;x1;x3;cos(x1);I(x1<-0.75)*x1^2;sin(x3);I(x1>0.75)*cos(x1),,0.0,,,,0,0.0,0.0,[],-0.015 + 0.5644·x₂ + 0.4156·x₃ + 0.8591·x₁² + 0.7009·𝟙[x₁<-0.75]·x₁²,"SCSV-SPCC v8; strict_probe=1; anchor=1,x2,x3,x1^2,I(x1<-0.75)*x1^2; bank=x1^2,x2,x1,x3,cos(x1),I(x1<-0.75)*x1^2,sin(x3),I(x1>0.75)*cos(x1); source_linked=; accepted=; source_ambiguity=0; global_ambiguity=0; final=1,x2,x3,x1^2,I(x1<-0.75)*x1^2"
quadratic_role_v8,0.1,100,4,balanced,single,25103,scsv-rcd-v7-style,0.0,0.75,0.75,0.003526144270658587,0.12105579932718698,1,0,0,1.0,1.0,1.0,0.0,2.481952414999995,4479009,I(x1<-0.75)*x1^2;x1^2;x2;x3,,1;x2;x3;x1^2;I(x1<-0.75)*x1^2,1;x2;x3;x1^2;I(x1<-0.75)*x1^2,x1^2;x2;x1;x3;cos(x1);I(x1<-0.75)*x1^2;sin(x3);I(x1>0.75)*cos(x1),,0.0,,,,0,0.0,0.0,[],-0.015 + 0.5644·x₂ + 0.4156·x₃ + 0.8591·x₁² + 0.7009·𝟙[x₁<-0.75]·x₁²,"SCSV-RCD v7; probe_required=1; anchor=1,x2,x3,x1^2,I(x1<-0.75)*x1^2; bank=x1^2,x2,x1,x3,cos(x1),I(x1<-0.75)*x1^2,sin(x3),I(x1>0.75)*cos(x1); source_linked=; accepted=; ambiguity=0; final=1,x2,x3,x1^2,I(x1<-0.75)*x1^2"
quadratic_role_v8,0.1,100,4,balanced,single,25103,centralized-forward,1.0,1.0,1.0,6.446766593185324e-05,0.09571030208244088,1,0,0,1.0,1.0,1.0,0.0,0.016790053999997667,0,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,,1;x1^2;I(x1<-0.75)*x1^2;x2;sin(x3),,,0.0,,,,0,0.0,0.0,[],-0.001532 + 0.8536·x₁² + 0.7065·𝟙[x₁<-0.75]·x₁² + 0.5508·x₂ + 0.7554·sin(x₃),information criterion stopped
quadratic_role_v8,0.1,100,4,balanced,single,25104,scsv-spcc-v8-full,1.0,1.0,1.0,6.312193532063074e-05,0.08789362625157096,1,0,0,1.0,1.0,1.0,0.0,2.7288808129999893,4653140,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,x1^2;x2;x1;cos(x1);sin(x3);I(x1<-0.75)*x1^2,,0.0,,,,0,0.0,0.0,[],0.02721 + 0.5527·x₂ + 0.8365·x₁² + 0.7476·sin(x₃) + 0.7074·𝟙[x₁<-0.75]·x₁²,"SCSV-SPCC v8; strict_probe=0; anchor=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; bank=x1^2,x2,x1,cos(x1),sin(x3),I(x1<-0.75)*x1^2; source_linked=; accepted=; source_ambiguity=0; global_ambiguity=0; final=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2"
quadratic_role_v8,0.1,100,4,balanced,single,25104,scsv-v6-anchor,1.0,1.0,1.0,6.312193532063074e-05,0.08789362625157096,1,0,0,1.0,1.0,1.0,0.0,2.728410358000005,4653140,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,,,0.0,,,,0,0.0,0.0,[],0.02721 + 0.5527·x₂ + 0.8365·x₁² + 0.7476·sin(x₃) + 0.7074·𝟙[x₁<-0.75]·x₁²,"SCSV-Cert v6; score=1; bank=x1^2,x2,x1,cos(x1),sin(x3),I(x1<-0.75)*x1^2; selector=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; probe_certified=1; sets=63; diagnostics=[{""best_swap_gain"":53.215110660710664,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":37.27531643328001,""loco_min_swap_gain"":36.78339358319934,""necessity_gain"":54.040188424643034,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x2""},{""best_swap_gain"":15.935481856337844,""best_swap_rival"":""cos(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":130.92634153176755,""loco_min_swap_gain"":10.62980064836455,""necessity_gain"":227.2823220359444,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^2""},{""best_swap_gain"":16.684880439163308,""best_swap_rival"":""cos(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":10.513618124270579,""loco_min_swap_gain"":10.110429896416292,""necessity_gain"":17.43167321255747,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x3)""},{""best_swap_gain"":null,""best_swap_rival"":null,""eligible_clients"":[""client-4""],""kind"":""exception"",""loco_min_necessity_gain"":null,""loco_min_swap_gain"":null,""necessity_gain"":40.71053877808856,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""I(x1<-0.75)*x1^2""}]"
quadratic_role_v8,0.1,100,4,balanced,single,25104,scsv-spcc-v8-strict-probe,1.0,1.0,1.0,6.312193532063074e-05,0.08789362625157096,1,0,0,1.0,1.0,1.0,0.0,2.714903988000003,4653140,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,x1^2;x2;x1;cos(x1);sin(x3);I(x1<-0.75)*x1^2,,0.0,,,,0,0.0,0.0,[],0.02721 + 0.5527·x₂ + 0.8365·x₁² + 0.7476·sin(x₃) + 0.7074·𝟙[x₁<-0.75]·x₁²,"SCSV-SPCC v8; strict_probe=1; anchor=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; bank=x1^2,x2,x1,cos(x1),sin(x3),I(x1<-0.75)*x1^2; source_linked=; accepted=; source_ambiguity=0; global_ambiguity=0; final=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2"
quadratic_role_v8,0.1,100,4,balanced,single,25104,scsv-rcd-v7-style,1.0,1.0,1.0,6.312193532063074e-05,0.08789362625157096,1,0,0,1.0,1.0,1.0,0.0,2.7270669230000095,4653140,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,x1^2;x2;x1;cos(x1);sin(x3);I(x1<-0.75)*x1^2,,0.0,,,,0,0.0,0.0,[],0.02721 + 0.5527·x₂ + 0.8365·x₁² + 0.7476·sin(x₃) + 0.7074·𝟙[x₁<-0.75]·x₁²,"SCSV-RCD v7; probe_required=1; anchor=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; bank=x1^2,x2,x1,cos(x1),sin(x3),I(x1<-0.75)*x1^2; source_linked=; accepted=; ambiguity=0; final=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2"
quadratic_role_v8,0.1,100,4,balanced,single,25104,centralized-forward,1.0,1.0,1.0,6.312193532062205e-05,0.087893626251571,1,0,0,1.0,1.0,1.0,0.0,0.01668282499998952,0,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,,1;x1^2;I(x1<-0.75)*x1^2;x2;sin(x3),,,0.0,,,,0,0.0,0.0,[],0.02721 + 0.8365·x₁² + 0.7074·𝟙[x₁<-0.75]·x₁² + 0.5527·x₂ + 0.7476·sin(x₃),information criterion stopped
quadratic_role_v8,0.1,100,4,balanced,single,25105,scsv-spcc-v8-full,1.0,1.0,1.0,0.0003529401798269761,0.09900328233833754,1,0,0,1.0,1.0,1.0,0.0,2.6706006590000015,4619757,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,x2;x1^2;x1;cos(x1);sin(x3);I(x1<-0.75)*x1^2;sin(x1+x1^2),,0.0,,,,0,0.0,0.0,[],0.03932 + 0.5456·x₂ + 0.8302·x₁² + 0.7108·sin(x₃) + 0.6977·𝟙[x₁<-0.75]·x₁²,"SCSV-SPCC v8; strict_probe=0; anchor=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; bank=x2,x1^2,x1,cos(x1),sin(x3),I(x1<-0.75)*x1^2,sin(x1+x1^2); source_linked=; accepted=; source_ambiguity=0; global_ambiguity=0; final=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2"
quadratic_role_v8,0.1,100,4,balanced,single,25105,scsv-v6-anchor,1.0,1.0,1.0,0.0003529401798269761,0.09900328233833754,1,0,0,1.0,1.0,1.0,0.0,2.6701417010000057,4619757,I(x1<-0.75)*x1^2;sin(x3);x1^2;x2,,,1;x2;x1^2;sin(x3);I(x1<-0.75)*x1^2,,,0.0,,,,0,0.0,0.0,[],0.03932 + 0.5456·x₂ + 0.8302·x₁² + 0.7108·sin(x₃) + 0.6977·𝟙[x₁<-0.75]·x₁²,"SCSV-Cert v6; score=1; bank=x2,x1^2,x1,cos(x1),sin(x3),I(x1<-0.75)*x1^2,sin(x1+x1^2); selector=1,x2,x1^2,sin(x3),I(x1<-0.75)*x1^2; probe_certified=1; sets=120; diagnostics=[{""best_swap_gain"":56.85737615029787,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":37.275859675980996,""loco_min_swap_gain"":37.498861122809814,""necessity_gain"":56.30227696596678,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x2""},{""best_swap_gain"":9.908344073413133,""best_swap_rival"":""cos(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":89.90159831755054,""loco_min_swap_gain"":3.918615069813228,""necessity_gain"":158.90911991733063,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^2""},{""best_swap_gain"":19.786302768109493,""best_swap_rival"":""cos(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":13.547422223553596,""loco_min_swap_gain"":12.950643620902468,""necessity_gain"":19.956983617277885,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x3)""},{""best_swap_gain"":null,""best_swap_rival"":null,""eligible_clients"":[""client-4""],""kind"":""exception"",""loco_min_necessity_gain"":null,""loco_min_swap_gain"":null,""necessity_gain"":94.66413217207617,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""I(x1<-0.75)*x1^2""}]"
