family,noise_ratio,samples_per_client,num_clients,balance_profile,role_profile,seed,method,exact_recovery,term_precision,term_recall,test_nmse,train_mse,deviation_tp,deviation_fp,deviation_fn,deviation_precision,deviation_recall,all_true_deviations_recovered,spurious_deviation_accepted,runtime_seconds,communication_bytes,discovered_terms,final_structure,accepted_deviations,anchor_structure,bank_terms,source_linked_candidates,ambiguity_guard,certificate_violation_count,diagnostics_json,expression,stop_reason
quadratic_role,0.1,100,4,balanced,single,24101,scsv-rcd-v7-full,1.0,1.0,1.0,5.6128498222267304e-05,0.36389873409790063,1,0,0,1.0,1.0,1.0,0.0,3.17315220399999,4836971,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,x1;sin(x1);x3^2;sin(x2);x1^3;I(x3>1)*x3^2;x4,,0.0,0,[],0.01096 + 0.5924·x₃² + 0.9475·sin(x₂) + 0.7974·x₁³ + 0.7767·𝟙[x₃>1]·x₃²,"SCSV-RCD v7; probe_required=1; anchor=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2; bank=x1,sin(x1),x3^2,sin(x2),x1^3,I(x3>1)*x3^2,x4; source_linked=; accepted=; ambiguity=0; final=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2"
quadratic_role,0.1,100,4,balanced,single,24101,scsv-v6-full,1.0,1.0,1.0,5.6128498222267304e-05,0.36389873409790063,1,0,0,1.0,1.0,1.0,0.0,3.172796906000002,4836971,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,,,,,0.0,0,[],0.01096 + 0.5924·x₃² + 0.9475·sin(x₂) + 0.7974·x₁³ + 0.7767·𝟙[x₃>1]·x₃²,"SCSV-Cert v6; score=1; bank=x1,sin(x1),x3^2,sin(x2),x1^3,I(x3>1)*x3^2,x4; selector=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2; probe_certified=1; sets=120; diagnostics=[{""best_swap_gain"":46.24044759643485,""best_swap_rival"":""x4"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":30.294516205599024,""loco_min_swap_gain"":30.184699632315926,""necessity_gain"":46.40144735874921,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x3^2""},{""best_swap_gain"":14.059048796918745,""best_swap_rival"":""x4"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":10.55159029608376,""loco_min_swap_gain"":7.953022512148749,""necessity_gain"":15.081111817485862,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x2)""},{""best_swap_gain"":335.36843601726576,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":1205.953137503474,""loco_min_swap_gain"":207.72509417771352,""necessity_gain"":1873.5567867523412,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^3""},{""best_swap_gain"":null,""best_swap_rival"":null,""eligible_clients"":[""client-4""],""kind"":""exception"",""loco_min_necessity_gain"":null,""loco_min_swap_gain"":null,""necessity_gain"":24.170384038556676,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""I(x3>1)*x3^2""}]"
quadratic_role,0.1,100,4,balanced,single,24101,scsv-rcd-v7-no-probe,1.0,1.0,1.0,5.6128498222267304e-05,0.36389873409790063,1,0,0,1.0,1.0,1.0,0.0,3.1612829480000073,4836971,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,x1;sin(x1);x3^2;sin(x2);x1^3;I(x3>1)*x3^2;x4,,0.0,0,[],0.01096 + 0.5924·x₃² + 0.9475·sin(x₂) + 0.7974·x₁³ + 0.7767·𝟙[x₃>1]·x₃²,"SCSV-RCD v7; probe_required=0; anchor=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2; bank=x1,sin(x1),x3^2,sin(x2),x1^3,I(x3>1)*x3^2,x4; source_linked=; accepted=; ambiguity=0; final=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2"
quadratic_role,0.1,100,4,balanced,single,24101,legacy-certificate,0.0,0.2,0.25,0.011547043676724192,0.7324865928706268,1,0,0,1.0,1.0,1.0,0.0,0.17588567100000319,213358,I(x3>1)*x3^2;sin(x1);x1;x2;x3,1;x1;sin(x1);I(x3>1)*x3^2;x3;x2,,,,,0.0,0,[],0.3102 + 6.65·x₁ - 7.289·sin(x₁) + 1.712·𝟙[x₃>1]·x₃² - 0.8527·x₃ + 0.3674·x₂,target federated MSE reached
quadratic_role,0.1,100,4,balanced,single,24101,centralized-forward,0.0,0.8,1.0,0.0002884177374576697,0.34772099359007913,1,0,0,1.0,1.0,1.0,0.0,0.027767562000008184,0,I(x3>1)*x3^2;sin(x2);x1^3;x3^2;x4,1;x1^3;I(x3>1)*x3^2;x3^2;sin(x2);x4,,,,,0.0,0,[],0.01311 + 0.7981·x₁³ + 0.7821·𝟙[x₃>1]·x₃² + 0.5943·x₃² + 0.9371·sin(x₂) + 0.1249·x₄,information criterion stopped
quadratic_role,0.1,100,4,balanced,single,24102,scsv-rcd-v7-full,1.0,1.0,1.0,8.375129684863018e-05,0.31533580900286223,1,0,0,1.0,1.0,1.0,0.0,3.117549937000007,4801268,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,x1;sin(x1);sin(x2);x3^2;x1^3;cos(x3);I(x3>1)*x3^2,,0.0,0,[],0.04801 + 0.5679·x₃² + 1.001·sin(x₂) + 0.7941·x₁³ + 0.7778·𝟙[x₃>1]·x₃²,"SCSV-RCD v7; probe_required=1; anchor=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2; bank=x1,sin(x1),sin(x2),x3^2,x1^3,cos(x3),I(x3>1)*x3^2; source_linked=; accepted=; ambiguity=0; final=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2"
quadratic_role,0.1,100,4,balanced,single,24102,scsv-v6-full,1.0,1.0,1.0,8.375129684863018e-05,0.31533580900286223,1,0,0,1.0,1.0,1.0,0.0,3.1171920839999814,4801268,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,,,,,0.0,0,[],0.04801 + 0.5679·x₃² + 1.001·sin(x₂) + 0.7941·x₁³ + 0.7778·𝟙[x₃>1]·x₃²,"SCSV-Cert v6; score=1; bank=x1,sin(x1),sin(x2),x3^2,x1^3,cos(x3),I(x3>1)*x3^2; selector=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2; probe_certified=1; sets=120; diagnostics=[{""best_swap_gain"":2.4729365241009305,""best_swap_rival"":""cos(x3)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":32.801393467756384,""loco_min_swap_gain"":1.1676744051475794,""necessity_gain"":49.419905050093234,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x3^2""},{""best_swap_gain"":30.777316886492656,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":20.439558337441667,""loco_min_swap_gain"":20.734381888762755,""necessity_gain"":30.395628958952557,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x2)""},{""best_swap_gain"":233.05398047672674,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":823.6090278127779,""loco_min_swap_gain"":120.11013037378603,""necessity_gain"":1348.4020180578118,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^3""},{""best_swap_gain"":null,""best_swap_rival"":null,""eligible_clients"":[""client-4""],""kind"":""exception"",""loco_min_necessity_gain"":null,""loco_min_swap_gain"":null,""necessity_gain"":32.4258464512792,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""I(x3>1)*x3^2""}]"
quadratic_role,0.1,100,4,balanced,single,24102,scsv-rcd-v7-no-probe,1.0,1.0,1.0,8.375129684863018e-05,0.31533580900286223,1,0,0,1.0,1.0,1.0,0.0,3.111784301,4801268,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,x1;sin(x1);sin(x2);x3^2;x1^3;cos(x3);I(x3>1)*x3^2,,0.0,0,[],0.04801 + 0.5679·x₃² + 1.001·sin(x₂) + 0.7941·x₁³ + 0.7778·𝟙[x₃>1]·x₃²,"SCSV-RCD v7; probe_required=0; anchor=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2; bank=x1,sin(x1),sin(x2),x3^2,x1^3,cos(x3),I(x3>1)*x3^2; source_linked=; accepted=; ambiguity=0; final=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2"
quadratic_role,0.1,100,4,balanced,single,24102,legacy-certificate,0.0,0.2,0.25,0.012391574702224644,0.690035357870577,1,0,0,1.0,1.0,1.0,0.0,0.17570599600000492,213408,I(x3>1)*x3^2;sin(x1);x1;x2;x3,1;x1;sin(x1);I(x3>1)*x3^2;x3;x2,,,,,0.0,0,[],0.3543 + 6.527·x₁ - 6.997·sin(x₁) + 1.68·𝟙[x₃>1]·x₃² - 0.8394·x₃ + 0.3605·x₂,target federated MSE reached
quadratic_role,0.1,100,4,balanced,single,24102,centralized-forward,1.0,1.0,1.0,8.375129684863925e-05,0.31533580900286223,1,0,0,1.0,1.0,1.0,0.0,0.022163956000014196,0,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x1^3;I(x3>1)*x3^2;x3^2;sin(x2),,,,,0.0,0,[],0.04801 + 0.7941·x₁³ + 0.7778·𝟙[x₃>1]·x₃² + 0.5679·x₃² + 1.001·sin(x₂),information criterion stopped
quadratic_role,0.1,100,4,balanced,single,24103,scsv-rcd-v7-full,1.0,1.0,1.0,2.4315898516162125e-05,0.2691895451173029,1,0,0,1.0,1.0,1.0,0.0,3.018569812999999,4729462,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,x1;sin(x1);x3^2;sin(x2);x3;x1^3;I(x3>1)*x3^2;x1*x2,,0.0,0,[],-0.02094 + 0.6055·x₃² + 1.017·sin(x₂) + 0.8034·x₁³ + 0.7571·𝟙[x₃>1]·x₃²,"SCSV-RCD v7; probe_required=1; anchor=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2; bank=x1,sin(x1),x3^2,sin(x2),x3,x1^3,I(x3>1)*x3^2,x1*x2; source_linked=; accepted=; ambiguity=0; final=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2"
quadratic_role,0.1,100,4,balanced,single,24103,scsv-v6-full,1.0,1.0,1.0,2.4315898516162125e-05,0.2691895451173029,1,0,0,1.0,1.0,1.0,0.0,3.0182172210000147,4729462,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,,,,,0.0,0,[],-0.02094 + 0.6055·x₃² + 1.017·sin(x₂) + 0.8034·x₁³ + 0.7571·𝟙[x₃>1]·x₃²,"SCSV-Cert v6; score=1; bank=x1,sin(x1),x3^2,sin(x2),x3,x1^3,I(x3>1)*x3^2,x1*x2; selector=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2; probe_certified=1; sets=219; diagnostics=[{""best_swap_gain"":19.733313179449596,""best_swap_rival"":""x3"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":12.114527103581167,""loco_min_swap_gain"":12.156520982122714,""necessity_gain"":32.16634555186545,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x3^2""},{""best_swap_gain"":25.863221955073357,""best_swap_rival"":""x3"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":15.847794976698651,""loco_min_swap_gain"":15.49981850127665,""necessity_gain"":25.92403250929675,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x2)""},{""best_swap_gain"":379.49266828849704,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":838.3031903662746,""loco_min_swap_gain"":160.65189254135248,""necessity_gain"":1692.8024354996219,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^3""},{""best_swap_gain"":null,""best_swap_rival"":null,""eligible_clients"":[""client-4""],""kind"":""exception"",""loco_min_necessity_gain"":null,""loco_min_swap_gain"":null,""necessity_gain"":26.112761639138398,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""I(x3>1)*x3^2""}]"
quadratic_role,0.1,100,4,balanced,single,24103,scsv-rcd-v7-no-probe,1.0,1.0,1.0,2.4315898516162125e-05,0.2691895451173029,1,0,0,1.0,1.0,1.0,0.0,3.026731584999993,4729462,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,x1;sin(x1);x3^2;sin(x2);x3;x1^3;I(x3>1)*x3^2;x1*x2,,0.0,0,[],-0.02094 + 0.6055·x₃² + 1.017·sin(x₂) + 0.8034·x₁³ + 0.7571·𝟙[x₃>1]·x₃²,"SCSV-RCD v7; probe_required=0; anchor=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2; bank=x1,sin(x1),x3^2,sin(x2),x3,x1^3,I(x3>1)*x3^2,x1*x2; source_linked=; accepted=; ambiguity=0; final=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2"
quadratic_role,0.1,100,4,balanced,single,24103,legacy-certificate,0.0,1.0,0.75,0.016922448489733833,1.2962983992359265,0,0,1,0.0,0.0,0.0,0.0,0.20348555800001122,250551,sin(x2);x1^3;x3^2,1;x3^2;sin(x2);x1^3,,,,,0.0,0,[],-0.1518 + 0.9911·x₃² + 1.009·sin(x₂) + 0.8312·x₁³,maximum symbolic complexity reached
quadratic_role,0.1,100,4,balanced,single,24103,centralized-forward,1.0,1.0,1.0,2.4315898516164568e-05,0.2691895451173029,1,0,0,1.0,1.0,1.0,0.0,0.022575541000009025,0,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x1^3;I(x3>1)*x3^2;x3^2;sin(x2),,,,,0.0,0,[],-0.02094 + 0.8034·x₁³ + 0.7571·𝟙[x₃>1]·x₃² + 0.6055·x₃² + 1.017·sin(x₂),information criterion stopped
quadratic_role,0.1,100,4,balanced,single,24104,scsv-rcd-v7-full,0.0,0.75,0.75,0.001938186095329564,0.43756908721158794,0,0,1,0.0,0.0,0.0,0.0,3.0596840709999924,4774337,sin(x2);x1^3;x3;x3^2,1;x3;x3^2;sin(x2);x1^3,,1;x3;x3^2;sin(x2);x1^3,x1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2;x3,I(x3>1)*x3^2,0.0,0,"[{""certificate_positive"":false,""probe_delta"":-3.879726566352805,""probe_eligible_clients"":[""client-4""],""probe_full_sse"":4.266066795556753,""probe_outside_anchor_sse"":14.407401553511704,""probe_outside_full_sse"":13.59461389311275,""probe_outside_safe"":true,""probe_passed"":true,""probe_support"":15,""probe_zero_sse"":247.38739876680154,""selector_delta"":-3.990519374146024,""selector_eligible_clients"":[""client-4""],""selector_full_sse"":3.0033581432797405,""selector_outside_anchor_sse"":15.218185814824125,""selector_outside_full_sse"":17.053785145365566,""selector_outside_safe"":false,""selector_passed"":true,""selector_support"":15,""selector_zero_sse"":194.56904708752853,""source_term"":""x3^2"",""term"":""I(x3>1)*x3^2""}]",-0.09319 + 0.7085·x₃ + 0.9933·x₃² + 1.12·sin(x₂) + 0.802·x₁³,"SCSV-RCD v7; probe_required=1; anchor=1,x3,x3^2,sin(x2),x1^3; bank=x1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2,x3; source_linked=I(x3>1)*x3^2; accepted=; ambiguity=0; final=1,x3,x3^2,sin(x2),x1^3"
quadratic_role,0.1,100,4,balanced,single,24104,scsv-v6-full,0.0,0.75,0.75,0.001938186095329564,0.43756908721158794,0,0,1,0.0,0.0,0.0,0.0,3.056636642000001,4761238,sin(x2);x1^3;x3;x3^2,1;x3;x3^2;sin(x2);x1^3,,,,,0.0,0,[],-0.09319 + 0.7085·x₃ + 0.9933·x₃² + 1.12·sin(x₂) + 0.802·x₁³,"SCSV-Cert v6; score=1; bank=x1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2,x3; selector=1,x3,x3^2,sin(x2),x1^3; probe_certified=1; sets=63; diagnostics=[{""best_swap_gain"":84.91823277576259,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":27.826760980914514,""loco_min_swap_gain"":27.81775462088342,""necessity_gain"":84.85830870869859,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x3""},{""best_swap_gain"":284.8269717168122,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":144.98705414898188,""loco_min_swap_gain"":144.83716270916455,""necessity_gain"":285.1069320396847,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x3^2""},{""best_swap_gain"":48.80202305124391,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":32.36149777415312,""loco_min_swap_gain"":32.00877735620338,""necessity_gain"":49.2338307439594,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x2)""},{""best_swap_gain"":261.4125592379594,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":1028.2402670486322,""loco_min_swap_gain"":159.0730395652909,""necessity_gain"":1676.9915554122056,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^3""}]"
quadratic_role,0.1,100,4,balanced,single,24104,scsv-rcd-v7-no-probe,0.0,0.75,0.75,0.001938186095329564,0.43756908721158794,0,0,1,0.0,0.0,0.0,0.0,3.0603209419999757,4774337,sin(x2);x1^3;x3;x3^2,1;x3;x3^2;sin(x2);x1^3,,1;x3;x3^2;sin(x2);x1^3,x1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2;x3,I(x3>1)*x3^2,0.0,0,"[{""certificate_positive"":false,""probe_delta"":-3.879726566352805,""probe_eligible_clients"":[""client-4""],""probe_full_sse"":4.266066795556753,""probe_outside_anchor_sse"":14.407401553511704,""probe_outside_full_sse"":13.59461389311275,""probe_outside_safe"":true,""probe_passed"":true,""probe_support"":15,""probe_zero_sse"":247.38739876680154,""selector_delta"":-3.990519374146024,""selector_eligible_clients"":[""client-4""],""selector_full_sse"":3.0033581432797405,""selector_outside_anchor_sse"":15.218185814824125,""selector_outside_full_sse"":17.053785145365566,""selector_outside_safe"":false,""selector_passed"":true,""selector_support"":15,""selector_zero_sse"":194.56904708752853,""source_term"":""x3^2"",""term"":""I(x3>1)*x3^2""}]",-0.09319 + 0.7085·x₃ + 0.9933·x₃² + 1.12·sin(x₂) + 0.802·x₁³,"SCSV-RCD v7; probe_required=0; anchor=1,x3,x3^2,sin(x2),x1^3; bank=x1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2,x3; source_linked=I(x3>1)*x3^2; accepted=; ambiguity=0; final=1,x3,x3^2,sin(x2),x1^3"
quadratic_role,0.1,100,4,balanced,single,24104,legacy-certificate,0.0,0.2,0.25,0.011059811639641119,0.5845576914140572,1,0,0,1.0,1.0,1.0,0.0,0.17705058600000712,213410,I(x3>1)*x3^2;cos(x3);sin(x1);x1;x2,1;x1;sin(x1);I(x3>1)*x3^2;cos(x3);x2,,,,,0.0,0,[],1.634 + 6.48·x₁ - 6.996·sin(x₁) + 0.7783·𝟙[x₃>1]·x₃² - 1.925·cos(x₃) + 0.3846·x₂,target federated MSE reached
quadratic_role,0.1,100,4,balanced,single,24104,centralized-forward,1.0,1.0,1.0,6.248936934700622e-05,0.3166345114373913,1,0,0,1.0,1.0,1.0,0.0,0.022275443000012274,0,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x1^3;I(x3>1)*x3^2;x3^2;sin(x2),,,,,0.0,0,[],-0.04681 + 0.7994·x₁³ + 0.7654·𝟙[x₃>1]·x₃² + 0.6033·x₃² + 1.072·sin(x₂),information criterion stopped
quadratic_role,0.1,100,4,balanced,single,24105,scsv-rcd-v7-full,1.0,1.0,1.0,5.454589269211973e-05,0.365404492352273,1,0,0,1.0,1.0,1.0,0.0,3.0887445980000052,4793738,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,x1;sin(x1);x3^2;x1^3;sin(x2);I(x3>1)*x3^2,,0.0,0,[],0.03945 + 0.5999·x₃² + 0.9681·sin(x₂) + 0.7997·x₁³ + 0.7656·𝟙[x₃>1]·x₃²,"SCSV-RCD v7; probe_required=1; anchor=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2; bank=x1,sin(x1),x3^2,x1^3,sin(x2),I(x3>1)*x3^2; source_linked=; accepted=; ambiguity=0; final=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2"
quadratic_role,0.1,100,4,balanced,single,24105,scsv-v6-full,1.0,1.0,1.0,5.454589269211973e-05,0.365404492352273,1,0,0,1.0,1.0,1.0,0.0,3.088389926000019,4793738,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,,,,,0.0,0,[],0.03945 + 0.5999·x₃² + 0.9681·sin(x₂) + 0.7997·x₁³ + 0.7656·𝟙[x₃>1]·x₃²,"SCSV-Cert v6; score=1; bank=x1,sin(x1),x3^2,x1^3,sin(x2),I(x3>1)*x3^2; selector=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2; probe_certified=1; sets=63; diagnostics=[{""best_swap_gain"":80.06641716264025,""best_swap_rival"":""sin(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":45.76824991175633,""loco_min_swap_gain"":48.715720778328404,""necessity_gain"":77.3684251990122,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x3^2""},{""best_swap_gain"":32.01425998073702,""best_swap_rival"":""sin(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":16.680233243609052,""loco_min_swap_gain"":17.626240297022804,""necessity_gain"":29.98999413713574,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x2)""},{""best_swap_gain"":376.16818837434323,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":1016.9170780921986,""loco_min_swap_gain"":225.109612208641,""necessity_gain"":1675.2667897813044,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^3""},{""best_swap_gain"":null,""best_swap_rival"":null,""eligible_clients"":[""client-4""],""kind"":""exception"",""loco_min_necessity_gain"":null,""loco_min_swap_gain"":null,""necessity_gain"":45.95209553982363,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""I(x3>1)*x3^2""}]"
quadratic_role,0.1,100,4,balanced,single,24105,scsv-rcd-v7-no-probe,1.0,1.0,1.0,5.454589269211973e-05,0.365404492352273,1,0,0,1.0,1.0,1.0,0.0,3.098978112999987,4793738,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,,1;x3^2;sin(x2);x1^3;I(x3>1)*x3^2,x1;sin(x1);x3^2;x1^3;sin(x2);I(x3>1)*x3^2,,0.0,0,[],0.03945 + 0.5999·x₃² + 0.9681·sin(x₂) + 0.7997·x₁³ + 0.7656·𝟙[x₃>1]·x₃²,"SCSV-RCD v7; probe_required=0; anchor=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2; bank=x1,sin(x1),x3^2,x1^3,sin(x2),I(x3>1)*x3^2; source_linked=; accepted=; ambiguity=0; final=1,x3^2,sin(x2),x1^3,I(x3>1)*x3^2"
quadratic_role,0.1,100,4,balanced,single,24105,legacy-certificate,0.0,0.2,0.25,0.010964560580755197,0.7747431232910017,1,0,0,1.0,1.0,1.0,0.0,0.17516051500001595,213279,I(x3>1)*x3^2;sin(x1);x1;x2;x3,1;x1;sin(x1);I(x3>1)*x3^2;x3;x2,,,,,0.0,0,[],0.3003 + 6.659·x₁ - 7.153·sin(x₁) + 1.723·𝟙[x₃>1]·x₃² - 0.8938·x₃ + 0.3626·x₂,target federated MSE reached
quadratic_role,0.1,100,4,balanced,single,24105,centralized-forward,1.0,1.0,1.0,5.454589269211501e-05,0.3654044923522731,1,0,0,1.0,1.0,1.0,0.0,0.022489671999977645,0,I(x3>1)*x3^2;sin(x2);x1^3;x3^2,1;x1^3;I(x3>1)*x3^2;x3^2;sin(x2),,,,,0.0,0,[],0.03945 + 0.7997·x₁³ + 0.7656·𝟙[x₃>1]·x₃² + 0.5999·x₃² + 0.9681·sin(x₂),information criterion stopped
