benchmark,scenario,noise_ratio,samples_per_client,num_clients,seed,method,exact_recovery,term_precision,term_recall,test_nmse,train_mse,spurious_accepted,exception_recovered,fallback_selected,selected_source,validation_mse,worst_validation_mse,runtime_seconds,communication_bytes,discovered_terms,expression,stop_reason,candidate_bank_target_recall,candidate_bank_contains_all_truth,candidate_bank_size,candidate_bank_nuisance_count,probe_certified,candidate_sets_evaluated,necessity_failures,swap_failures,exception_eligible_diagnostics,selector_structure,panel,balance_profile,nominal_samples_per_client,client_sizes,communication_per_client,frozen_v6_anchor_structure,fcrra_final_structure,anchor_discovery_coefficients,fcrra_final_coefficients,exception_term,exception_in_bank,exception_in_anchor,fcrra_attempted,eligible_discovery_clients,eligible_discovery_support,eligible_selector_clients,eligible_selector_support,residual_numerator,residual_denominator,exception_coefficient,anchor_role_information_score,augmented_role_information_score,outside_selector_sse_max_difference,outside_selector_prediction_max_difference,augmentation_accepted
cubic_cross,exception,0.2,100,4,20101,fcrra-spent-diagnostic,1.0,1.0,1.0,0.00029278805746992144,1.7285536458496518,0.0,1.0,0.0,frozen-v6-anchor,1.2401312357663634,1.5732394228041717,2.238137773999995,3524476,I(x3>1)*x3^2;x1*x2;x1^3;x3^2,-0.01643 + 0.5602·x₃² + 0.7262·𝟙[x₃>1]·x₃² + 0.807·x₁³ + 1.186·x₁x₂,"FCRRA spent-seed diagnostic; anchor=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; exception=I(x3>1)*x3^2; in_bank=1; in_anchor=1; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; wrapper_overhead_unoptimized=1",1.0,1.0,5,1,0.0,32,1,0,1,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,G,balanced,100,100;100;100;100,881119.0,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,"[0.015058227192830545,0.5467763258358839,0.7559736661697573,0.8093221734563172,1.164104817480029]","[-0.01642757250366579,0.5602444927078837,0.726182052467671,0.8070447114543985,1.185572896811366]",I(x3>1)*x3^2,1.0,1.0,0.0,,0,,0,,,,,,,,0.0
cubic_cross,exception,0.2,100,4,20102,fcrra-spent-diagnostic,1.0,1.0,1.0,0.0002445067053687246,1.0958423575369036,0.0,1.0,0.0,frozen-v6-anchor,1.1537144347356039,1.429285837870799,2.045961374000001,3411056,I(x3>1)*x3^2;x1*x2;x1^3;x3^2,-0.01995 + 0.4967·x₃² + 0.7089·𝟙[x₃>1]·x₃² + 0.7905·x₁³ + 1.186·x₁x₂,"FCRRA spent-seed diagnostic; anchor=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; exception=I(x3>1)*x3^2; in_bank=1; in_anchor=1; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,1,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,G,balanced,100,100;100;100;100,852764.0,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,"[-0.05891941390264047,0.4903895940933685,0.7208358547650588,0.7856116435894612,1.1941791925670326]","[-0.019946707516633064,0.4966759677102836,0.7089474774320049,0.7905200269899703,1.186136540338638]",I(x3>1)*x3^2,1.0,1.0,0.0,,0,,0,,,,,,,,0.0
cubic_cross,exception,0.2,100,4,20103,fcrra-spent-diagnostic,0.0,0.75,0.75,0.00044809143658113676,1.7113889438671168,0.0,1.0,0.0,frozen-v6-anchor,1.713511440339082,2.42132518042957,2.1076997859999835,3437550,I(x3>1)*x3^2;cos(x3);x1*x2;x1^3,1.313 - 1.334·cos(x₃) + 0.8044·𝟙[x₃>1]·x₃² + 0.8062·x₁³ + 1.186·x₁x₂,"FCRRA spent-seed diagnostic; anchor=1,cos(x3),I(x3>1)*x3^2,x1^3,x1*x2; exception=I(x3>1)*x3^2; in_bank=1; in_anchor=1; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,cos(x3),I(x3>1)*x3^2,x1^3,x1*x2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,0.0,120,0,1,1,1;cos(x3);I(x3>1)*x3^2;x1^3;x1*x2,G,balanced,100,100;100;100;100,859387.5,1;cos(x3);I(x3>1)*x3^2;x1^3;x1*x2,1;cos(x3);I(x3>1)*x3^2;x1^3;x1*x2,"[1.1850092419350433,-1.2674063323840434,0.856301418870327,0.790383741495888,1.18555657490505]","[1.3133291469125976,-1.3342962011778239,0.8044136520196401,0.8061725176836628,1.1859151726134576]",I(x3>1)*x3^2,1.0,1.0,0.0,,0,,0,,,,,,,,0.0
cubic_cross,exception,0.2,100,4,20104,fcrra-spent-diagnostic,0.0,1.0,0.75,0.007783086776455301,2.117505065175485,0.0,1.0,0.0,frozen-v6-anchor,2.040507468328968,2.71514154636731,2.2258815289999916,3529984,I(x3>1)*x3^2;x1*x2;x1^3,0.5398 + 1.111·𝟙[x₃>1]·x₃² + 0.8046·x₁³ + 1.237·x₁x₂,"FCRRA spent-seed diagnostic; anchor=1,I(x3>1)*x3^2,x1^3,x1*x2; exception=I(x3>1)*x3^2; in_bank=1; in_anchor=1; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,I(x3>1)*x3^2,x1^3,x1*x2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,1,1;I(x3>1)*x3^2;x1^3;x1*x2,G,balanced,100,100;100;100;100,882496.0,1;I(x3>1)*x3^2;x1^3;x1*x2,1;I(x3>1)*x3^2;x1^3;x1*x2,"[0.5518009384176676,1.1101657915476526,0.7943054691498498,1.2353710759727914]","[0.5397578529762816,1.111462102519266,0.8045901762710879,1.2366828761159758]",I(x3>1)*x3^2,1.0,1.0,0.0,,0,,0,,,,,,,,0.0
cubic_cross,exception,0.2,100,4,20105,fcrra-spent-diagnostic,1.0,1.0,1.0,0.00012271581910503322,1.642547237000742,0.0,1.0,0.0,frozen-v6-anchor,1.2387388401859127,1.7443883424336795,2.1470392309999795,3473258,I(x3>1)*x3^2;x1*x2;x1^3;x3^2,-0.06168 + 0.4895·x₃² + 0.784·𝟙[x₃>1]·x₃² + 0.7988·x₁³ + 1.177·x₁x₂,"FCRRA spent-seed diagnostic; anchor=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; exception=I(x3>1)*x3^2; in_bank=1; in_anchor=1; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; wrapper_overhead_unoptimized=1",1.0,1.0,8,4,0.0,219,0,1,1,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,G,balanced,100,100;100;100;100,868314.5,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,"[-0.05480926586638754,0.4587229944116731,0.7944282270171683,0.797818289437175,1.1297405592205478]","[-0.06167931748470846,0.4895179799788219,0.783977360819469,0.7988006012413081,1.1767415324768442]",I(x3>1)*x3^2,1.0,1.0,0.0,,0,,0,,,,,,,,0.0
cubic_cross,exception,0.2,250,4,20101,fcrra-spent-diagnostic,0.0,0.6,0.75,0.005193545236767635,1.4574984051796496,0.0,1.0,0.0,frozen-v6-anchor,1.489183415726749,1.756804206381346,2.2713839790000065,3544966,I(x3>1)*x3^2;sin(x1);x1;x1*x2;x3^2,-0.03023 + 6.58·x₁ + 0.4707·x₃² - 7.044·sin(x₁) + 0.7612·𝟙[x₃>1]·x₃² + 1.218·x₁x₂,"FCRRA spent-seed diagnostic; anchor=1,x1,x3^2,sin(x1),I(x3>1)*x3^2,x1*x2; exception=I(x3>1)*x3^2; in_bank=1; in_anchor=1; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x1,x3^2,sin(x1),I(x3>1)*x3^2,x1*x2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,0.0,120,0,1,1,1;x1;x3^2;sin(x1);I(x3>1)*x3^2;x1*x2,G,balanced,250,250;250;250;250,886241.5,1;x1;x3^2;sin(x1);I(x3>1)*x3^2;x1*x2,1;x1;x3^2;sin(x1);I(x3>1)*x3^2;x1*x2,"[0.009480123254235973,6.576557256677935,0.4553254713032713,-7.112979245725668,0.7808005683139303,1.201102580103677]","[-0.030233918683211656,6.57973310043128,0.47066209538843856,-7.044445266014568,0.7612315655235674,1.2180307969110955]",I(x3>1)*x3^2,1.0,1.0,0.0,,0,,0,,,,,,,,0.0
cubic_cross,exception,0.2,250,4,20102,fcrra-spent-diagnostic,1.0,1.0,1.0,0.00013167593730237532,1.6108015231261206,0.0,1.0,0.0,frozen-v6-anchor,1.6698312842188563,1.9401900771159226,2.0968895149999867,3421816,I(x3>1)*x3^2;x1*x2;x1^3;x3^2,0.1337 + 0.4803·x₃² + 0.7284·𝟙[x₃>1]·x₃² + 0.7956·x₁³ + 1.199·x₁x₂,"FCRRA spent-seed diagnostic; anchor=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; exception=I(x3>1)*x3^2; in_bank=1; in_anchor=1; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,1,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,G,balanced,250,250;250;250;250,855454.0,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,"[0.15947035948493848,0.44785512647107995,0.7794785625700354,0.7856731122195026,1.195437678845026]","[0.1337340336047257,0.4802961784362728,0.7283778401976105,0.7956176478352017,1.1989913786427573]",I(x3>1)*x3^2,1.0,1.0,0.0,,0,,0,,,,,,,,0.0
cubic_cross,exception,0.2,250,4,20103,fcrra-spent-diagnostic,1.0,1.0,1.0,0.00011402465460334708,1.3553738986342474,0.0,1.0,0.0,frozen-v6-anchor,1.3024455481105601,1.8084605083850303,2.135206186000005,3454477,I(x3>1)*x3^2;x1*x2;x1^3;x3^2,0.01924 + 0.482·x₃² + 0.7638·𝟙[x₃>1]·x₃² + 0.8072·x₁³ + 1.218·x₁x₂,"FCRRA spent-seed diagnostic; anchor=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; exception=I(x3>1)*x3^2; in_bank=1; in_anchor=1; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,1,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,G,balanced,250,250;250;250;250,863619.25,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,"[0.004791920114803053,0.5019181746405578,0.7449256053056101,0.8079972433124122,1.202886431899682]","[0.019237854629614384,0.4820055038245271,0.763785875915565,0.8072434519177786,1.2182223067320537]",I(x3>1)*x3^2,1.0,1.0,0.0,,0,,0,,,,,,,,0.0
cubic_cross,exception,0.2,250,4,20104,fcrra-spent-diagnostic,1.0,1.0,1.0,0.00019395106275973094,1.2929073508253228,0.0,1.0,0.0,frozen-v6-anchor,1.3755119391401869,1.5798667513870426,2.082947480999991,3422532,I(x3>1)*x3^2;x1*x2;x1^3;x3^2,-0.04896 + 0.5102·x₃² + 0.727·𝟙[x₃>1]·x₃² + 0.798·x₁³ + 1.164·x₁x₂,"FCRRA spent-seed diagnostic; anchor=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; exception=I(x3>1)*x3^2; in_bank=1; in_anchor=1; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,1,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,G,balanced,250,250;250;250;250,855633.0,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,"[-0.00406911616491003,0.5033813484804146,0.7028356325433842,0.8024621779156088,1.179796900271039]","[-0.048962102130700194,0.510207590885937,0.7270104293199061,0.7979685705606949,1.1639915419248406]",I(x3>1)*x3^2,1.0,1.0,0.0,,0,,0,,,,,,,,0.0
cubic_cross,exception,0.2,250,4,20105,fcrra-spent-diagnostic,1.0,1.0,1.0,0.0004571801531143645,1.6736075839443987,0.0,1.0,0.0,frozen-v6-anchor,1.5350678128578454,1.8971466590588362,2.0846528060000082,3421651,I(x3>1)*x3^2;x1*x2;x1^3;x3^2,-0.1199 + 0.5074·x₃² + 0.754·𝟙[x₃>1]·x₃² + 0.8028·x₁³ + 1.253·x₁x₂,"FCRRA spent-seed diagnostic; anchor=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; exception=I(x3>1)*x3^2; in_bank=1; in_anchor=1; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x3^2,I(x3>1)*x3^2,x1^3,x1*x2; wrapper_overhead_unoptimized=1",1.0,1.0,7,3,1.0,120,0,0,1,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,G,balanced,250,250;250;250;250,855412.75,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,1;x3^2;I(x3>1)*x3^2;x1^3;x1*x2,"[-0.1563929456966819,0.523389474576974,0.7440783859855405,0.7985520727534785,1.2510325341425916]","[-0.11994282771323649,0.507357139897864,0.7540228781060472,0.8028440565158595,1.2531410849148608]",I(x3>1)*x3^2,1.0,1.0,0.0,,0,,0,,,,,,,,0.0
fourier_quadratic,complementary,0.1,100,4,20101,fcrra-spent-diagnostic,1.0,1.0,1.0,0.00011158284088893554,0.034388806155567275,0.0,1.0,0.0,frozen-v6-anchor,0.026769075317483272,0.03327636801251401,1.4983750470000246,3000890,cos(x1);sin(x3);x2^2,-0.004218 + 0.7023·x₂² + 0.8867·sin(x₃) + 1.029·cos(x₁),"FCRRA spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); exception=; in_bank=0; in_anchor=0; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,7,4,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,100,100;100;100;100,750222.5,1;x2^2;sin(x3);cos(x1),1;x2^2;sin(x3);cos(x1),"[-0.013468423620848213,0.7058148787000227,0.8847072310325486,1.0367243381505267]","[-0.0042182325627684505,0.7022870615985147,0.8866985760482041,1.0291182895543112]",,0.0,0.0,0.0,,0,,0,,,,,,,,0.0
fourier_quadratic,complementary,0.1,100,4,20102,fcrra-spent-diagnostic,1.0,1.0,1.0,6.6774205909739e-05,0.03714444315537742,0.0,1.0,0.0,frozen-v6-anchor,0.04029633260128721,0.04826312105807726,1.4847518950000165,2995426,cos(x1);sin(x3);x2^2,-0.008873 + 0.6984·x₂² + 0.886·sin(x₃) + 1.004·cos(x₁),"FCRRA spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); exception=; in_bank=0; in_anchor=0; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,5,2,1.0,32,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,100,100;100;100;100,748856.5,1;x2^2;sin(x3);cos(x1),1;x2^2;sin(x3);cos(x1),"[-0.0031850669425210754,0.6956597415646893,0.8834536627433309,0.9890728794054962]","[-0.008872949558695026,0.6984075441098376,0.8859578049611685,1.0037104958239684]",,0.0,0.0,0.0,,0,,0,,,,,,,,0.0
fourier_quadratic,complementary,0.1,100,4,20103,fcrra-spent-diagnostic,1.0,1.0,1.0,1.8375206164558308e-05,0.036523248364876845,0.0,1.0,0.0,frozen-v6-anchor,0.03877767517070048,0.05131738595554793,1.5860273259999929,3088214,cos(x1);sin(x3);x2^2,0.0005361 + 0.7003·x₂² + 0.9115·sin(x₃) + 0.9946·cos(x₁),"FCRRA spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); exception=; in_bank=0; in_anchor=0; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,6,3,1.0,63,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,100,100;100;100;100,772053.5,1;x2^2;sin(x3);cos(x1),1;x2^2;sin(x3);cos(x1),"[-0.009548400337385132,0.7013224703661035,0.9269462795525317,0.991258193100458]","[0.0005361478395961756,0.7003459849276406,0.9115022904066743,0.9946033351945069]",,0.0,0.0,0.0,,0,,0,,,,,,,,0.0
fourier_quadratic,complementary,0.1,100,4,20104,fcrra-spent-diagnostic,1.0,1.0,1.0,7.241617747360391e-05,0.03583561499982631,0.0,1.0,0.0,frozen-v6-anchor,0.04489729325952894,0.05875496330310834,1.5622860570000228,3056569,cos(x1);sin(x3);x2^2,-0.0255 + 0.7033·x₂² + 0.8877·sin(x₃) + 1.002·cos(x₁),"FCRRA spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); exception=; in_bank=0; in_anchor=0; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,6,3,1.0,63,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,100,100;100;100;100,764142.25,1;x2^2;sin(x3);cos(x1),1;x2^2;sin(x3);cos(x1),"[-0.03348957231141103,0.7046027769745001,0.8868374896717024,0.9976474280459819]","[-0.02549521579543803,0.7033083391064039,0.8877021073404537,1.0019758402110193]",,0.0,0.0,0.0,,0,,0,,,,,,,,0.0
fourier_quadratic,complementary,0.1,100,4,20105,fcrra-spent-diagnostic,1.0,1.0,1.0,4.097417695495872e-05,0.035364367750906345,0.0,1.0,0.0,frozen-v6-anchor,0.025607275886179438,0.03818701809011979,1.626200228999977,3117950,cos(x1);sin(x3);x2^2,-0.001914 + 0.6998·x₂² + 0.9068·sin(x₃) + 0.9805·cos(x₁),"FCRRA spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); exception=; in_bank=0; in_anchor=0; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,7,4,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,100,100;100;100;100,779487.5,1;x2^2;sin(x3);cos(x1),1;x2^2;sin(x3);cos(x1),"[-0.004196512849947709,0.6980148585696572,0.9095998833295895,0.9742886481116062]","[-0.0019137003979996976,0.6997903215461495,0.9068349695499985,0.9805265542667846]",,0.0,0.0,0.0,,0,,0,,,,,,,,0.0
fourier_quadratic,complementary,0.1,250,4,20101,fcrra-spent-diagnostic,1.0,1.0,1.0,3.7457976993894644e-05,0.0378559677742483,0.0,1.0,0.0,frozen-v6-anchor,0.03964821405321246,0.04667864555312149,1.6586165859999937,3101208,cos(x1);sin(x3);x2^2,-0.01478 + 0.7027·x₂² + 0.8981·sin(x₃) + 0.9869·cos(x₁),"FCRRA spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); exception=; in_bank=0; in_anchor=0; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,6,3,1.0,63,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,250,250;250;250;250,775302.0,1;x2^2;sin(x3);cos(x1),1;x2^2;sin(x3);cos(x1),"[-0.003540644583526209,0.7004000556807297,0.9015784124723268,0.9839638272030209]","[-0.014779315266104154,0.7027132653800637,0.8980664913118485,0.9869392941917058]",,0.0,0.0,0.0,,0,,0,,,,,,,,0.0
fourier_quadratic,complementary,0.1,250,4,20102,fcrra-spent-diagnostic,1.0,1.0,1.0,6.814508019389992e-05,0.03651994923570396,0.0,1.0,0.0,frozen-v6-anchor,0.037311600290952984,0.04352949342440395,1.5395965490000094,3012081,cos(x1);sin(x3);x2^2,-0.003073 + 0.7039·x₂² + 0.8989·sin(x₃) + 1.015·cos(x₁),"FCRRA spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); exception=; in_bank=0; in_anchor=0; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,6,3,1.0,63,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,250,250;250;250;250,753020.25,1;x2^2;sin(x3);cos(x1),1;x2^2;sin(x3);cos(x1),"[-9.845804653174639e-05,0.702818646790569,0.9008035061194329,1.0163700111407084]","[-0.00307275800577262,0.7039157102092357,0.8989328500592949,1.015217184873052]",,0.0,0.0,0.0,,0,,0,,,,,,,,0.0
fourier_quadratic,complementary,0.1,250,4,20103,fcrra-spent-diagnostic,1.0,1.0,1.0,4.31975293906145e-05,0.0310706595972202,0.0,1.0,0.0,frozen-v6-anchor,0.029978986309042492,0.04244326602053655,1.582845950999996,3044717,cos(x1);sin(x3);x2^2,-0.006265 + 0.7042·x₂² + 0.904·sin(x₃) + 0.9948·cos(x₁),"FCRRA spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); exception=; in_bank=0; in_anchor=0; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,7,4,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,250,250;250;250;250,761179.25,1;x2^2;sin(x3);cos(x1),1;x2^2;sin(x3);cos(x1),"[-0.008211448365180729,0.7056058427210217,0.8965290557583129,0.99292413578284]","[-0.0062646042897111795,0.7041562749581953,0.9040014712291166,0.9947526685555261]",,0.0,0.0,0.0,,0,,0,,,,,,,,0.0
fourier_quadratic,complementary,0.1,250,4,20104,fcrra-spent-diagnostic,1.0,1.0,1.0,6.051082349706864e-05,0.033721513150772736,0.0,1.0,0.0,frozen-v6-anchor,0.034963643780992516,0.04024541877244956,1.6084531710000078,3074913,cos(x1);sin(x3);x2^2,-0.02256 + 0.7031·x₂² + 0.8942·sin(x₃) + 1.014·cos(x₁),"FCRRA spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); exception=; in_bank=0; in_anchor=0; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,7,4,1.0,120,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,250,250;250;250;250,768728.25,1;x2^2;sin(x3);cos(x1),1;x2^2;sin(x3);cos(x1),"[-0.018422086044560082,0.7028354171898666,0.8981984704551635,1.0126320129497914]","[-0.022556423762255504,0.7030633404325011,0.8942190431240101,1.0136261072420212]",,0.0,0.0,0.0,,0,,0,,,,,,,,0.0
fourier_quadratic,complementary,0.1,250,4,20105,fcrra-spent-diagnostic,1.0,1.0,1.0,3.505991706808935e-05,0.03941664638996933,0.0,1.0,0.0,frozen-v6-anchor,0.03538662615351855,0.04373026280035219,1.5693404719999933,3040584,cos(x1);sin(x3);x2^2,-0.01993 + 0.7039·x₂² + 0.8999·sin(x₃) + 0.9994·cos(x₁),"FCRRA spent-seed diagnostic; anchor=1,x2^2,sin(x3),cos(x1); exception=; in_bank=0; in_anchor=0; attempted=0; eligible_discovery=; eligible_selector=; numerator=None; denominator=None; gamma=None; anchor_role_ic=None; augmented_role_ic=None; outside_sse_max_diff=None; outside_prediction_max_diff=None; accepted=0; final=1,x2^2,sin(x3),cos(x1); wrapper_overhead_unoptimized=1",1.0,1.0,6,3,1.0,63,0,0,0,1;x2^2;sin(x3);cos(x1),G,balanced,250,250;250;250;250,760146.0,1;x2^2;sin(x3);cos(x1),1;x2^2;sin(x3);cos(x1),"[-0.019940555740923127,0.7023382843174153,0.9056143094378747,1.0011571111115465]","[-0.019926001516315052,0.703883166112318,0.899869097988004,0.9993934086726253]",,0.0,0.0,0.0,,0,,0,,,,,,,,0.0
