benchmark,scenario,noise_ratio,samples_per_client,num_clients,seed,method,exact_recovery,term_precision,term_recall,test_nmse,train_mse,spurious_accepted,exception_recovered,runtime_seconds,communication_bytes,search_evaluations,discovered_terms,expression,stop_reason
base,complementary,0.03,300,4,9004,centralized-residual-counterexample-gp,0.0,0.0,0.0,0.00024133875396610416,0.011318630616492008,0.0,1.0,1.3278804100000343,0,1581,"expr:add(sin(x1),x1);expr:add(sin(x2),x1);expr:add(square(x3),x1);expr:sin(add(sin(x1),sin(x2)))",-0.0117 + 0.2569*(sin(x1)+x1) + 1.207*(sin(x2)+x1) + 0.5052*((x3)^2+x1) - 0.3017*sin((sin(x1)+sin(x2))),generation budget reached
base,complementary,0.03,300,4,9005,fedfalsify-v05,1.0,1.0,1.0,8.302592519671647e-07,0.007450110399601983,0.0,1.0,0.29392513100003725,238322,5,sin(x2);x1;x3^2,-0.001747 + 2.002·x₁ + 0.501·x₃² + 1·sin(x₂),target federated MSE reached; no replacement passed the federated certificate
base,complementary,0.03,300,4,9005,centralized-tree-gp,0.0,0.0,0.0,8.302592591190484e-07,0.007450110399601981,0.0,1.0,0.7683296690000816,0,1523,"expr:add(sin(x2),x1);expr:add(square(x3),x1);expr:add(x1,x1)",-0.001747 + 1*(sin(x2)+x1) + 0.501*((x3)^2+x1) + 0.2502*(x1+x1),generation budget reached
base,complementary,0.03,300,4,9005,federated-tree-gp-style,0.0,0.0,0.0,8.302592591215146e-07,0.007450110399601983,0.0,1.0,1.056309515999942,558400,1523,"expr:add(sin(x2),x1);expr:add(square(x3),x1);expr:add(x1,x1)",-0.001747 + 1*(sin(x2)+x1) + 0.501*((x3)^2+x1) + 0.2502*(x1+x1),generation budget reached
base,complementary,0.03,300,4,9005,centralized-residual-counterexample-gp,0.0,0.0,0.0,8.302592591190484e-07,0.007450110399601981,0.0,1.0,0.8858895909999092,0,1544,"expr:add(sin(x2),x1);expr:add(square(x3),x1);expr:add(x1,x1)",-0.001747 + 1*(sin(x2)+x1) + 0.501*((x3)^2+x1) + 0.2502*(x1+x1),generation budget reached
base,complementary,0.1,300,4,9001,fedfalsify-v05,1.0,1.0,1.0,8.355772031635638e-06,0.08671766359900206,0.0,1.0,0.3098127770000474,237878,5,sin(x2);x1;x3^2,-1.409e-05 + 1.999·x₁ + 0.4964·x₃² + 1.004·sin(x₂),target federated MSE reached; no replacement passed the federated certificate
base,complementary,0.1,300,4,9001,centralized-tree-gp,0.0,0.3333333333333333,0.3333333333333333,8.355772024899657e-06,0.08671766359900204,0.0,1.0,0.8395425790000672,0,1613,"expr:add(sin(x2),x1);expr:add(square(x3),x1);x1",-1.409e-05 + 1.004*(sin(x2)+x1) + 0.4964*((x3)^2+x1) + 0.4985*x1,generation budget reached
base,complementary,0.1,300,4,9001,federated-tree-gp-style,0.0,0.3333333333333333,0.3333333333333333,8.355772024893474e-06,0.08671766359900204,0.0,1.0,1.1042994289999797,650688,1613,"expr:add(sin(x2),x1);expr:add(square(x3),x1);x1",-1.409e-05 + 1.004*(sin(x2)+x1) + 0.4964*((x3)^2+x1) + 0.4985*x1,generation budget reached
base,complementary,0.1,300,4,9001,centralized-residual-counterexample-gp,0.0,0.0,0.0,0.020798419761250485,0.24072843332853827,0.0,1.0,0.7565546590000167,0,1499,"expr:add(square(x3),x2);expr:add(x1,x1)",0.06868 + 0.4447*((x3)^2+x2) + 0.9873*(x1+x1),generation budget reached
base,complementary,0.1,300,4,9002,fedfalsify-v05,1.0,1.0,1.0,1.4245414843355602e-05,0.09216926554628456,0.0,1.0,0.3069147129999692,238191,5,sin(x2);x1;x3^2,0.01328 + 1.996·x₁ + 0.497·x₃² + 1.009·sin(x₂),target federated MSE reached; no replacement passed the federated certificate
base,complementary,0.1,300,4,9002,centralized-tree-gp,0.0,0.25,0.3333333333333333,0.004888443903933534,0.1467099190603569,0.0,1.0,0.8414698060000774,0,1586,"expr:add(cos(x2),square(x3));expr:add(sin(x2),x1);expr:sin(add(cos(x3),square(x3)));x1",0.6255 + 0.2818*(cos(x2)+(x3)^2) + 0.9753*(sin(x2)+x1) - 0.5479*sin((cos(x3)+(x3)^2)) + 1.026*x1,generation budget reached
base,complementary,0.1,300,4,9002,federated-tree-gp-style,0.0,0.25,0.3333333333333333,0.004888443903933579,0.1467099190603569,0.0,1.0,1.0916639360000318,624256,1586,"expr:add(cos(x2),square(x3));expr:add(sin(x2),x1);expr:sin(add(cos(x3),square(x3)));x1",0.6255 + 0.2818*(cos(x2)+(x3)^2) + 0.9753*(sin(x2)+x1) - 0.5479*sin((cos(x3)+(x3)^2)) + 1.026*x1,generation budget reached
base,complementary,0.1,300,4,9002,centralized-residual-counterexample-gp,0.0,0.5,0.3333333333333333,0.020276158008720582,0.2438108426403922,0.0,1.0,0.855912031999992,0,1561,"expr:add(square(x3),x2);x1",0.07183 + 0.4543*((x3)^2+x2) + 1.978*x1,generation budget reached
base,complementary,0.1,300,4,9003,fedfalsify-v05,1.0,1.0,1.0,1.4116311383587526e-05,0.08892773779852306,0.0,1.0,0.30609893099995134,237805,5,sin(x2);x1;x3^2,0.01619 + 2.002·x₁ + 0.4933·x₃² + 0.9935·sin(x₂),target federated MSE reached; no replacement passed the federated certificate
base,complementary,0.1,300,4,9003,centralized-tree-gp,0.0,0.0,0.0,0.0020233353113898594,0.09919430737715283,0.0,1.0,1.249410796999996,0,1598,"expr:add(cos(x3),x1);expr:add(sin(x2),x1);expr:add(x1,x1)",1.351 - 1.435*(cos(x3)+x1) + 0.9926*(sin(x2)+x1) + 1.222*(x1+x1),generation budget reached
base,complementary,0.1,300,4,9003,federated-tree-gp-style,0.0,0.0,0.0,0.0020233353113897207,0.09919430737715283,0.0,1.0,1.795792874999961,646784,1598,"expr:add(cos(x3),x1);expr:add(sin(x2),x1);expr:add(x1,x1)",1.351 - 1.435*(cos(x3)+x1) + 0.9926*(sin(x2)+x1) + 1.222*(x1+x1),generation budget reached
base,complementary,0.1,300,4,9003,centralized-residual-counterexample-gp,0.0,0.0,0.0,3.301102323202055e-05,0.08885642444797594,0.0,1.0,1.4127070569999205,0,1564,"expr:add(sin(x2),x1);expr:add(square(x3),square(x3));expr:add(x1,x1)",0.007579 + 0.9933*(sin(x2)+x1) + 0.2549*((x3)^2+(x3)^2) + 0.5043*(x1+x1) - 0.0008999*(((x3)^2+(x3)^2))^2,generation budget reached
base,complementary,0.1,300,4,9004,fedfalsify-v05,1.0,1.0,1.0,2.575907197868184e-05,0.09780399436646631,0.0,1.0,0.4942527790000213,237884,5,sin(x2);x1;x3^2,-0.02117 + 2.006·x₁ + 0.5068·x₃² + 0.9929·sin(x₂),target federated MSE reached; no replacement passed the federated certificate
