benchmark,scenario,noise_ratio,samples_per_client,num_clients,seed,method,exact_recovery,term_precision,term_recall,test_nmse,train_mse,spurious_accepted,exception_recovered,fallback_selected,selected_source,validation_mse,worst_validation_mse,runtime_seconds,communication_bytes,discovered_terms,expression,stop_reason,candidate_bank_target_recall,candidate_bank_contains_all_truth,candidate_bank_size,candidate_bank_nuisance_count,probe_certified,candidate_sets_evaluated,necessity_failures,swap_failures,exception_eligible_diagnostics,selector_structure
nested_sine,spurious,0.2,120,4,19104,scsv-v6-full,1.0,1.0,1.0,0.0008070312114797403,0.028723382966453253,0.0,1.0,0.0,scsv-selector-set,0.030314251998625103,0.03901606735207302,1.0937286830001085,3008843,sin(x1);sin(x1+x1^2),0.01175 + 1.019·sin(x₁) + 0.9692·sin(x₁+x₁²),"SCSV-Cert v6; score=1; bank=sin(x1),sin(x1+x1^2),x1,cos(x2),cos(x1),x3; selector=1,sin(x1),sin(x1+x1^2); probe_certified=1; sets=63; diagnostics=[{""best_swap_gain"":9.673876517511482,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":28.80144712293888,""loco_min_swap_gain"":3.823031066421338,""necessity_gain"":40.08950739520067,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":16.067142311190644,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":12.995334205224996,""loco_min_swap_gain"":9.222963121387593,""necessity_gain"":18.65422596401153,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,6,4,1.0,63,0,0,0,1;sin(x1);sin(x1+x1^2)
nested_sine,spurious,0.2,120,4,19104,scsv-v6-no-score-proposer,1.0,1.0,1.0,0.0008070312114797403,0.028723382966453253,0.0,1.0,0.0,scsv-selector-set,0.030314251998625103,0.03901606735207302,0.48139160300002004,600704,sin(x1);sin(x1+x1^2),0.01175 + 1.019·sin(x₁) + 0.9692·sin(x₁+x₁²),"SCSV-Cert v6; score=0; bank=sin(x1),sin(x1+x1^2),x1; selector=1,sin(x1),sin(x1+x1^2); probe_certified=1; sets=8; diagnostics=[{""best_swap_gain"":9.673876517511482,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":28.80144712293888,""loco_min_swap_gain"":3.823031066421338,""necessity_gain"":40.08950739520067,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":16.067142311190644,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":12.995334205224996,""loco_min_swap_gain"":9.222963121387593,""necessity_gain"":18.65422596401153,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,3,1,1.0,8,0,0,0,1;sin(x1);sin(x1+x1^2)
nested_sine,spurious,0.2,120,4,19105,legacy-certificate,1.0,1.0,1.0,8.544688392966673e-05,0.031655645077719965,0.0,1.0,0.0,legacy-certificate,,,0.06619750200002272,119367,sin(x1);sin(x1+x1^2),0.007025 + 1.006·sin(x₁) + 1.002·sin(x₁+x₁²),target federated MSE reached,,,,,,,,,,
nested_sine,spurious,0.2,120,4,19105,crossfit-v2-structural,1.0,1.0,1.0,8.544688392966673e-05,0.031655645077719965,0.0,1.0,0.0,crossfit-intersection,0.032751435270079204,0.03842698864514434,0.13517210800000612,240078,sin(x1);sin(x1+x1^2),0.007025 + 1.006·sin(x₁) + 1.002·sin(x₁+x₁²),direction A: target federated MSE reached; direction B: target federated MSE reached; selected=crossfit-intersection; ; probes=[],,,,,,,,,,
nested_sine,spurious,0.2,120,4,19105,centralized-forward,1.0,1.0,1.0,8.544688392966776e-05,0.031655645077719965,0.0,1.0,0.0,centralized-upper-bound,,,0.005574188999844409,0,sin(x1);sin(x1+x1^2),0.007025 + 1.006·sin(x₁) + 1.002·sin(x₁+x₁²),information criterion stopped,,,,,,,,,,
nested_sine,spurious,0.2,120,4,19105,score-only-federated,0.0,0.4,1.0,0.0011522500366733157,0.031160366701799884,0.0,1.0,0.0,predictive-comparator-only,,,0.6178493559998515,2410008,sin(x1);sin(x1+x1^2);sin(x2);sin(x3);x1,0.01263 + 1.043·sin(x₁) + 0.9926·sin(x₁+x₁²) - 0.02231·x₁ + 0.02093·sin(x₂) - 0.01511·sin(x₃),greedy aggregate-MSE search,,,,,,,,,,
nested_sine,spurious,0.2,120,4,19105,hr-v5-full,1.0,1.0,1.0,8.544688392966673e-05,0.031655645077719965,0.0,1.0,0.0,hr-v5-full,0.032751435270079204,0.03842698864514434,1.0975499230000878,3046720,sin(x1);sin(x1+x1^2),0.007025 + 1.006·sin(x₁) + 1.002·sin(x₁+x₁²),"HR-VFS v5; score=1,bundle=1,role=1; anchor=1,sin(x1),sin(x1+x1^2); bank=sin(x1),sin(x1+x1^2),x1,x1^3,sin(x3),sin(x2),cos(x1),x3,x1^2; final=1,sin(x1),sin(x1+x1^2); v5audit={""bank"":{""anchor_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""bundle_rescue_enabled"":true,""candidate_terms"":[""sin(x1)"",""sin(x1+x1^2)"",""x1"",""x1^3"",""sin(x3)"",""sin(x2)"",""cos(x1)"",""x3"",""x1^2""],""communication_bytes"":2424604,""correlated_pairs"":[{""absolute_correlation"":0.9767030962746046,""first"":""x1^2"",""second"":""cos(x1)""},{""absolute_correlation"":0.9625226850224491,""first"":""x3"",""second"":""sin(x3)""},{""absolute_correlation"":0.8992960235528313,""first"":""x1"",""second"":""sin(x1)""},{""absolute_correlation"":0.8644688032464998,""first"":""x1"",""second"":""x1^3""}],""role_conditioning"":true,""role_terms"":[""sin(x1)"",""sin(x1+x1^2)"",""x1""],""score_proposer_enabled"":true,""score_terms"":[""sin(x1)"",""sin(x1+x1^2)"",""sin(x3)"",""sin(x2)"",""cos(x1)""]},""pairs"":[{""accepted"":false,""after_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""before_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""first_necessary"":false,""first_necessity_reason"":""not evaluated"",""joint_probe_passed"":false,""joint_probe_reason"":""not evaluated"",""second_necessary"":false,""second_necessity_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""insufficient validation-MSE gain"",""source"":""hr-v5-pair-01"",""stage"":""v5-pair-rescue"",""terms"":[""x1^2"",""cos(x1)""]},{""accepted"":false,""after_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""before_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""first_necessary"":false,""first_necessity_reason"":""not evaluated"",""joint_probe_passed"":false,""joint_probe_reason"":""not evaluated"",""second_necessary"":false,""second_necessity_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""insufficient validation-MSE gain"",""source"":""hr-v5-pair-02"",""stage"":""v5-pair-rescue"",""terms"":[""x3"",""sin(x3)""]},{""accepted"":false,""after_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""before_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""first_necessary"":false,""first_necessity_reason"":""not evaluated"",""joint_probe_passed"":false,""joint_probe_reason"":""not evaluated"",""second_necessary"":false,""second_necessity_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""complexity-adjusted validation score did not improve"",""source"":""hr-v5-pair-03"",""stage"":""v5-pair-rescue"",""terms"":[""x1"",""sin(x1)""]},{""accepted"":false,""after_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""before_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""first_necessary"":false,""first_necessity_reason"":""not evaluated"",""joint_probe_passed"":false,""joint_probe_reason"":""not evaluated"",""second_necessary"":false,""second_necessity_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""insufficient validation-MSE gain"",""source"":""hr-v5-pair-04"",""stage"":""v5-pair-rescue"",""terms"":[""x1"",""x1^3""]}],""probes"":[],""role_profile"":{""candidate_terms"":[""sin(x1)"",""sin(x1+x1^2)"",""x1""],""diagnostics"":[{""admission_reason"":""core residual-rank evidence"",""admitted"":true,""best_repair_fold_count"":5,""channels_passed"":1,""client_coverage"":1.0,""coefficient_sign_stability"":1.0,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.6562163949937878,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":true,""residual_sign_agreement"":1.0,""selected_fold_count"":0,""term"":""x1"",""top3_repair_fold_count"":5},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.09523809523809523,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.27379539364999994,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.09523809523809523,""selected_fold_count"":0,""term"":""x2"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.6011904761904762,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.2297710688723658,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.6011904761904762,""selected_fold_count"":0,""term"":""x3"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.011904761904761904,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.1686022175139279,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.011904761904761904,""selected_fold_count"":0,""term"":""x1^2"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.0,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.28216864568199274,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.0,""selected_fold_count"":0,""term"":""x2^2"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.09523809523809523,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.14975613337592686,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.09523809523809523,""selected_fold_count"":0,""term"":""x3^2"",""top3_repair_fold_count"":0},{""admission_reason"":""core residual-rank and path-persistence evidence"",""admitted"":true,""best_repair_fold_count"":0,""channels_passed"":2,""client_coverage"":1.0,""coefficient_sign_stability"":1.0,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.793171374894996,""observable_client_folds"":20,""path_channel_passed"":true,""residual_channel_passed"":true,""residual_sign_agreement"":1.0,""selected_fold_count"":5,""term"":""sin(x1)"",""top3_repair_fold_count"":5},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.1130952380952381,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.21601529557883623,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.1130952380952381,""selected_fold_count"":0,""term"":""sin(x2)"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.30952380952380953,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.19236260578633219,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.30952380952380953,""selected_fold_count"":0,""term"":""sin(x3)"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.011904761904761904,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.1974229286070851,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.011904761904761904,""selected_fold_count"":0,""term"":""cos(x1)"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.09523809523809523,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.26154690435690453,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.09523809523809523,""selected_fold_count"":0,""term"":""cos(x2)"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.09523809523809523,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.16308485943568168,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.09523809523809523,""selected_fold_count"":0,""term"":""cos(x3)"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":1.0,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.7362012939499983,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":1.0,""selected_fold_count"":0,""term"":""x1^3"",""top3_repair_fold_count"":1},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.49404761904761907,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.36570636082924624,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.49404761904761907,""selected_fold_count"":0,""term"":""x1*x2"",""top3_repair_fold_count"":0},{""admission_reason"":""core residual-rank and path-persistence evidence"",""admitted"":true,""best_repair_fold_count"":0,""channels_passed"":2,""client_coverage"":1.0,""coefficient_sign_stability"":1.0,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.8895260133075297,""observable_client_folds"":20,""path_channel_passed"":true,""residual_channel_passed"":true,""residual_sign_agreement"":1.0,""selected_fold_count"":5,""term"":""sin(x1+x1^2)"",""top3_repair_fold_count"":4},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.49404761904761907,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.2614150892685938,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.49404761904761907,""selected_fold_count"":0,""term"":""sin(x1)*cos(x2)"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.30952380952380953,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.16275799615978792,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.30952380952380953,""selected_fold_count"":0,""term"":""x4"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.20238095238095238,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.2027296325142275,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.20238095238095238,""selected_fold_count"":0,""term"":""x4^2"",""top3_repair_fold_count"":0}],""fold_selected_terms"":[[""1"",""sin(x1)"",""sin(x1+x1^2)""],[""1"",""sin(x1)"",""sin(x1+x1^2)""],[""1"",""sin(x1)"",""sin(x1+x1^2)""],[""1"",""sin(x1)"",""sin(x1+x1^2)""],[""1"",""sin(x1)"",""sin(x1+x1^2)""]],""maximum_size"":8,""path_persistence"":true,""role_conditioning"":true},""single"":[{""accepted"":false,""after_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""before_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""probe_passed"":false,""probe_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""complexity-adjusted validation score did not improve"",""source"":""hr-v5-single-03"",""stage"":""v5-forward-single"",""term"":""x1""},{""accepted"":false,""after_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""before_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""probe_passed"":false,""probe_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""complexity-adjusted validation score did not improve"",""source"":""hr-v5-single-04"",""stage"":""v5-forward-single"",""term"":""x1^3""},{""accepted"":false,""after_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""before_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""probe_passed"":false,""probe_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""insufficient validation-MSE gain"",""source"":""hr-v5-single-05"",""stage"":""v5-forward-single"",""term"":""sin(x3)""},{""accepted"":false,""after_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""before_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""probe_passed"":false,""probe_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""complexity-adjusted validation score did not improve"",""source"":""hr-v5-single-06"",""stage"":""v5-forward-single"",""term"":""sin(x2)""},{""accepted"":false,""after_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""before_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""probe_passed"":false,""probe_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""insufficient validation-MSE gain"",""source"":""hr-v5-single-07"",""stage"":""v5-forward-single"",""term"":""cos(x1)""},{""accepted"":false,""after_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""before_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""probe_passed"":false,""probe_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""insufficient validation-MSE gain"",""source"":""hr-v5-single-08"",""stage"":""v5-forward-single"",""term"":""x3""},{""accepted"":false,""after_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""before_terms"":[""1"",""sin(x1)"",""sin(x1+x1^2)""],""probe_passed"":false,""probe_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""complexity-adjusted validation score did not improve"",""source"":""hr-v5-single-09"",""stage"":""v5-forward-single"",""term"":""x1^2""}]}",1.0,1.0,9,7,,,,,,
nested_sine,spurious,0.2,120,4,19105,scsv-v6-full,1.0,1.0,1.0,8.544688392966673e-05,0.031655645077719965,0.0,1.0,0.0,scsv-selector-set,0.03275143527052619,0.03842698863914418,1.1922261089998756,3008670,sin(x1);sin(x1+x1^2),0.007025 + 1.006·sin(x₁) + 1.002·sin(x₁+x₁²),"SCSV-Cert v6; score=1; bank=sin(x1),sin(x1+x1^2),x1,sin(x3),sin(x2),cos(x1); selector=1,sin(x1),sin(x1+x1^2); probe_certified=1; sets=63; diagnostics=[{""best_swap_gain"":7.951213047290842,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":27.571369872537844,""loco_min_swap_gain"":4.822314520484733,""necessity_gain"":40.10185375124827,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":19.48957672875287,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":13.34306438737158,""loco_min_swap_gain"":12.378718909937508,""necessity_gain"":22.177934302573377,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,6,4,1.0,63,0,0,0,1;sin(x1);sin(x1+x1^2)
nested_sine,spurious,0.2,120,4,19105,scsv-v6-no-score-proposer,1.0,1.0,1.0,8.544688392966673e-05,0.031655645077719965,0.0,1.0,0.0,scsv-selector-set,0.03275143527052619,0.03842698863914418,0.46424267800011876,600387,sin(x1);sin(x1+x1^2),0.007025 + 1.006·sin(x₁) + 1.002·sin(x₁+x₁²),"SCSV-Cert v6; score=0; bank=sin(x1),sin(x1+x1^2),x1; selector=1,sin(x1),sin(x1+x1^2); probe_certified=1; sets=8; diagnostics=[{""best_swap_gain"":7.951213047290842,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":27.571369872537844,""loco_min_swap_gain"":4.822314520484733,""necessity_gain"":40.10185375124827,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1)""},{""best_swap_gain"":19.48957672875287,""best_swap_rival"":""x1"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":13.34306438737158,""loco_min_swap_gain"":12.378718909937508,""necessity_gain"":22.177934302573377,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""sin(x1+x1^2)""}]",1.0,1.0,3,1,1.0,8,0,0,0,1;sin(x1);sin(x1+x1^2)
nested_sine,spurious,0.2,300,4,19101,legacy-certificate,1.0,1.0,1.0,0.00021745685729960315,0.03174367621882798,0.0,1.0,0.0,legacy-certificate,,,0.08323500999995304,119655,sin(x1);sin(x1+x1^2),-0.007054 + 1.009·sin(x₁) + 1.018·sin(x₁+x₁²),target federated MSE reached,,,,,,,,,,
nested_sine,spurious,0.2,300,4,19101,crossfit-v2-structural,1.0,1.0,1.0,0.00021745685729960315,0.03174367621882798,0.0,1.0,0.0,crossfit-intersection,0.032494289162893056,0.044822094430471804,0.14227528600008554,241963,sin(x1);sin(x1+x1^2),-0.007054 + 1.009·sin(x₁) + 1.018·sin(x₁+x₁²),direction A: target federated MSE reached; direction B: target federated MSE reached; selected=crossfit-intersection; ; probes=[],,,,,,,,,,
nested_sine,spurious,0.2,300,4,19101,centralized-forward,1.0,1.0,1.0,0.0002174568572996241,0.03174367621882798,0.0,1.0,0.0,centralized-upper-bound,,,0.0071211869999388,0,sin(x1);sin(x1+x1^2),-0.007054 + 1.009·sin(x₁) + 1.018·sin(x₁+x₁²),information criterion stopped,,,,,,,,,,
nested_sine,spurious,0.2,300,4,19101,score-only-federated,0.0,0.4,1.0,0.0005115867457596727,0.03161094530113777,1.0,1.0,0.0,predictive-comparator-only,,,0.6967969529998754,2417601,sin(x1);sin(x1+x1^2);x2;x4;x4^2,-0.01228 + 1.008·sin(x₁) + 1.023·sin(x₁+x₁²) - 0.01005·x₄ + 0.005348·x₄² + 0.002804·x₂,greedy aggregate-MSE search,,,,,,,,,,
