benchmark,scenario,noise_ratio,samples_per_client,num_clients,seed,method,exact_recovery,term_precision,term_recall,test_nmse,train_mse,spurious_accepted,exception_recovered,fallback_selected,selected_source,validation_mse,worst_validation_mse,runtime_seconds,communication_bytes,discovered_terms,expression,stop_reason,candidate_bank_target_recall,candidate_bank_contains_all_truth,candidate_bank_size,candidate_bank_nuisance_count,probe_certified,candidate_sets_evaluated,necessity_failures,swap_failures,exception_eligible_diagnostics,selector_structure
poly3,spurious,0.03,300,4,19103,scsv-v6-full,1.0,1.0,1.0,3.514406641521134e-06,0.05033183902928625,0.0,1.0,0.0,scsv-selector-set,0.05273401753590229,0.056162132678602775,1.5279379140000628,3396134,x1;x1^2;x1^3,0.003644 + 0.9944·x₁ + 0.9992·x₁² + 1.003·x₁³,"SCSV-Cert v6; score=1; bank=x1,x1^3,x1^2,sin(x1),x4,x4^2; selector=1,x1,x1^2,x1^3; probe_certified=1; sets=63; diagnostics=[{""best_swap_gain"":0.3223870574972807,""best_swap_rival"":""sin(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":53.620504577341194,""loco_min_swap_gain"":0.049953812566627676,""necessity_gain"":82.03241528847855,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1""},{""best_swap_gain"":589.257157597445,""best_swap_rival"":""x4"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":412.7460674549833,""loco_min_swap_gain"":370.8377292835428,""necessity_gain"":649.8964939174592,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^2""},{""best_swap_gain"":26.384115880285776,""best_swap_rival"":""sin(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":776.0733038268477,""loco_min_swap_gain"":14.27072377566003,""necessity_gain"":1452.4598165275256,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^3""}]",1.0,1.0,6,3,1.0,63,0,0,0,1;x1;x1^2;x1^3
poly3,spurious,0.03,300,4,19103,scsv-v6-no-score-proposer,1.0,1.0,1.0,3.514406641521134e-06,0.05033183902928625,0.0,1.0,0.0,scsv-selector-set,0.05273401753590229,0.056162132678602775,0.8327550640000254,986842,x1;x1^2;x1^3,0.003644 + 0.9944·x₁ + 0.9992·x₁² + 1.003·x₁³,"SCSV-Cert v6; score=0; bank=x1,x1^3,x1^2,sin(x1); selector=1,x1,x1^2,x1^3; probe_certified=1; sets=16; diagnostics=[{""best_swap_gain"":0.3223870574972807,""best_swap_rival"":""sin(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":53.620504577341194,""loco_min_swap_gain"":0.049953812566627676,""necessity_gain"":82.03241528847855,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1""},{""best_swap_gain"":630.8006627870162,""best_swap_rival"":""sin(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":412.7460674549833,""loco_min_swap_gain"":408.616457292689,""necessity_gain"":649.8964939174592,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^2""},{""best_swap_gain"":26.384115880285776,""best_swap_rival"":""sin(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":776.0733038268477,""loco_min_swap_gain"":14.27072377566003,""necessity_gain"":1452.4598165275256,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^3""}]",1.0,1.0,4,1,1.0,16,0,0,0,1;x1;x1^2;x1^3
poly3,spurious,0.03,300,4,19104,legacy-certificate,1.0,1.0,1.0,2.436289138521358e-06,0.053857779465713664,0.0,1.0,0.0,legacy-certificate,,,0.12411829500001659,178580,x1;x1^2;x1^3,0.0189 + 1.008·x₁ + 0.9994·x₁³ + 0.9941·x₁²,target federated MSE reached,,,,,,,,,,
poly3,spurious,0.03,300,4,19104,crossfit-v2-structural,0.0,1.0,0.6666666666666666,0.061105733835394103,3.9092159846494745,0.0,1.0,0.0,crossfit-intersection,4.495117724265453,7.8292247037282525,0.23637551000001622,453127,x1;x1^3,1.796 + 0.7578·x₁ + 1.08·x₁³,"direction A: no sufficiently supported counterexample repair; direction B: target federated MSE reached; selected=crossfit-intersection; direction-a: prediction gate failed (new-term cross-client support failed: {""cos(x1)"": {""observable_clients"": 4.0, ""sign_agreement"": 1.0, ""support_fraction"": 1.0}, ""sin(x1)"": {""observable_clients"": 4.0, ""sign_agreement"": 0.3333333333333333, ""support_fraction"": 0.75}}) | direction-b: structural probe failed (x1^2=correlated rival matched or beat probe improvement) | crossfit-union: prediction gate failed (new-term cross-client support failed: {""cos(x1)"": {""observable_clients"": 4.0, ""sign_agreement"": 1.0, ""support_fraction"": 1.0}, ""sin(x1)"": {""observable_clients"": 4.0, ""sign_agreement"": 0.3333333333333333, ""support_fraction"": 0.75}, ""x1^2"": {""observable_clients"": 4.0, ""sign_agreement"": 1.0, ""support_fraction"": 1.0}}); probes=[{""communication_bytes"":331,""passed"":false,""source"":""direction-b"",""term_diagnostics"":[{""best_rival"":""cos(x1)"",""best_rival_probe_improvement"":108.07902175062699,""client_win_fraction"":0.0,""passed"":false,""proposed_probe_improvement"":90.63691095220722,""reason"":""correlated rival matched or beat probe improvement"",""relative_advantage"":-0.19243937834131383,""rivals"":[""cos(x1)""],""selector_sign_agreement"":1.0,""term"":""x1^2""}]}]",,,,,,,,,,
poly3,spurious,0.03,300,4,19104,centralized-forward,1.0,1.0,1.0,2.4362891385215517e-06,0.05385777946571368,0.0,1.0,0.0,centralized-upper-bound,,,0.015557539999917935,0,x1;x1^2;x1^3,0.0189 + 0.9994·x₁³ + 0.9941·x₁² + 1.008·x₁,information criterion stopped,,,,,,,,,,
poly3,spurious,0.03,300,4,19104,score-only-federated,0.0,0.6,1.0,5.905081186884851e-06,0.05359577293612626,0.0,1.0,0.0,predictive-comparator-only,,,0.7911763060000112,2404180,sin(x1);sin(x1+x1^2);x1;x1^2;x1^3,0.008252 + 0.9715·x₁³ + 0.9966·x₁² + 1.25·x₁ + 0.03399·sin(x₁+x₁²) - 0.2653·sin(x₁),greedy aggregate-MSE search,,,,,,,,,,
poly3,spurious,0.03,300,4,19104,hr-v5-full,0.0,0.6666666666666666,0.6666666666666666,0.004300142858424878,0.22953184494925077,0.0,1.0,1.0,hr-v5-full,0.2583210380751279,0.3339281931273559,1.4515941769999472,3423990,cos(x1);x1;x1^3,2.959 + 0.9333·x₁ - 3.273·cos(x₁) + 1.029·x₁³,"HR-VFS v5; score=1,bundle=1,role=1; anchor=1,x1,x1^3; bank=x1,x1^3,x1^2,sin(x1),cos(x1),sin(x1+x1^2),x2^2,cos(x2); final=1,x1,cos(x1),x1^3; v5audit={""bank"":{""anchor_terms"":[""1"",""x1"",""x1^3""],""bundle_rescue_enabled"":true,""candidate_terms"":[""x1"",""x1^3"",""x1^2"",""sin(x1)"",""cos(x1)"",""sin(x1+x1^2)"",""x2^2"",""cos(x2)""],""communication_bytes"":2425784,""correlated_pairs"":[{""absolute_correlation"":0.9750185499141933,""first"":""x1^2"",""second"":""cos(x1)""},{""absolute_correlation"":0.9610027788847537,""first"":""x2^2"",""second"":""cos(x2)""},{""absolute_correlation"":0.8961340636170212,""first"":""x1"",""second"":""sin(x1)""},{""absolute_correlation"":0.8711765672819771,""first"":""x1"",""second"":""x1^3""}],""role_conditioning"":true,""role_terms"":[""x1"",""x1^3"",""x1^2"",""sin(x1)""],""score_proposer_enabled"":true,""score_terms"":[""x1^3"",""x1^2"",""x1"",""sin(x1+x1^2)"",""x2^2""]},""pairs"":[{""accepted"":false,""after_terms"":[""1"",""x1"",""cos(x1)"",""x1^3""],""before_terms"":[""1"",""x1"",""cos(x1)"",""x1^3""],""first_necessary"":false,""first_necessity_reason"":""not evaluated"",""joint_probe_passed"":false,""joint_probe_reason"":""proposed term did not reduce aggregate probe SSE"",""second_necessary"":false,""second_necessity_reason"":""not evaluated"",""selector_passed"":true,""selector_reason"":""all governed continuation gates passed"",""source"":""hr-v5-pair-01"",""stage"":""v5-pair-rescue"",""terms"":[""x1^2"",""cos(x1)""]},{""accepted"":false,""after_terms"":[""1"",""x1"",""cos(x1)"",""x1^3""],""before_terms"":[""1"",""x1"",""cos(x1)"",""x1^3""],""first_necessary"":false,""first_necessity_reason"":""not evaluated"",""joint_probe_passed"":false,""joint_probe_reason"":""not evaluated"",""second_necessary"":false,""second_necessity_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""insufficient validation-MSE gain"",""source"":""hr-v5-pair-02"",""stage"":""v5-pair-rescue"",""terms"":[""x2^2"",""cos(x2)""]},{""accepted"":false,""after_terms"":[""1"",""x1"",""cos(x1)"",""x1^3""],""before_terms"":[""1"",""x1"",""cos(x1)"",""x1^3""],""first_necessary"":false,""first_necessity_reason"":""not evaluated"",""joint_probe_passed"":false,""joint_probe_reason"":""not evaluated"",""second_necessary"":false,""second_necessity_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""worst-client validation safeguard failed"",""source"":""hr-v5-pair-03"",""stage"":""v5-pair-rescue"",""terms"":[""x1"",""sin(x1)""]}],""probes"":[{""communication_bytes"":331,""passed"":false,""source"":""hr-v5-single-03"",""term_diagnostics"":[{""best_rival"":""cos(x1)"",""best_rival_probe_improvement"":108.07902175062699,""client_win_fraction"":0.0,""passed"":false,""proposed_probe_improvement"":90.63691095220722,""reason"":""correlated rival matched or beat probe improvement"",""relative_advantage"":-0.19243937834131383,""rivals"":[""cos(x1)""],""selector_sign_agreement"":1.0,""term"":""x1^2""}]},{""communication_bytes"":311,""passed"":true,""source"":""hr-v5-single-05"",""term_diagnostics"":[{""best_rival"":""x1^2"",""best_rival_probe_improvement"":90.63691095220722,""client_win_fraction"":1.0,""passed"":true,""proposed_probe_improvement"":108.07902175062699,""reason"":""independent structural probe passed"",""relative_advantage"":0.16138294477409618,""rivals"":[""x1^2""],""selector_sign_agreement"":1.0,""term"":""cos(x1)""}]},{""communication_bytes"":288,""passed"":false,""source"":""hr-v5-pair-01-joint"",""term_diagnostics"":[{""best_rival"":null,""best_rival_probe_improvement"":0.0,""client_win_fraction"":0.75,""passed"":false,""proposed_probe_improvement"":-0.15272927472380182,""reason"":""proposed term did not reduce aggregate probe SSE"",""relative_advantage"":-1.0,""rivals"":[],""selector_sign_agreement"":1.0,""term"":""x1^2""}]}],""role_profile"":{""candidate_terms"":[""x1"",""x1^3"",""x1^2"",""sin(x1)""],""diagnostics"":[{""admission_reason"":""core residual-rank and path-persistence evidence"",""admitted"":true,""best_repair_fold_count"":5,""channels_passed"":2,""client_coverage"":1.0,""coefficient_sign_stability"":1.0,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.8917511935881051,""observable_client_folds"":20,""path_channel_passed"":true,""residual_channel_passed"":true,""residual_sign_agreement"":1.0,""selected_fold_count"":5,""term"":""x1"",""top3_repair_fold_count"":5},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.5,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.08179011304937175,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.5,""selected_fold_count"":0,""term"":""x2"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.2,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.122332344081588,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.2,""selected_fold_count"":0,""term"":""x3"",""top3_repair_fold_count"":0},{""admission_reason"":""core path-persistence evidence"",""admitted"":true,""best_repair_fold_count"":0,""channels_passed"":1,""client_coverage"":1.0,""coefficient_sign_stability"":0.8,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.44723261873953685,""observable_client_folds"":20,""path_channel_passed"":true,""residual_channel_passed"":false,""residual_sign_agreement"":0.8,""selected_fold_count"":3,""term"":""x1^2"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.1,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.12308690983887582,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.1,""selected_fold_count"":0,""term"":""x2^2"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.2,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.11076701799578009,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.2,""selected_fold_count"":0,""term"":""x3^2"",""top3_repair_fold_count"":0},{""admission_reason"":""core residual-rank evidence"",""admitted"":true,""best_repair_fold_count"":0,""channels_passed"":1,""client_coverage"":1.0,""coefficient_sign_stability"":1.0,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.7878269582811432,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":true,""residual_sign_agreement"":1.0,""selected_fold_count"":2,""term"":""sin(x1)"",""top3_repair_fold_count"":5},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.1,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.10070576455850791,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.1,""selected_fold_count"":0,""term"":""sin(x2)"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.1,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.1143601892478757,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.1,""selected_fold_count"":0,""term"":""sin(x3)"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.8,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.5333599544548142,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.8,""selected_fold_count"":2,""term"":""cos(x1)"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.1,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.10776842005634385,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.1,""selected_fold_count"":0,""term"":""cos(x2)"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.0,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.11097649907414221,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.0,""selected_fold_count"":0,""term"":""cos(x3)"",""top3_repair_fold_count"":0},{""admission_reason"":""core residual-rank and path-persistence evidence"",""admitted"":true,""best_repair_fold_count"":0,""channels_passed"":2,""client_coverage"":1.0,""coefficient_sign_stability"":1.0,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.9887017878970255,""observable_client_folds"":20,""path_channel_passed"":true,""residual_channel_passed"":true,""residual_sign_agreement"":1.0,""selected_fold_count"":5,""term"":""x1^3"",""top3_repair_fold_count"":5},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.0,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.23827602398909853,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.0,""selected_fold_count"":0,""term"":""x1*x2"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.2,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.3709025698398885,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.2,""selected_fold_count"":0,""term"":""sin(x1+x1^2)"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.3,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.24855613310296087,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.3,""selected_fold_count"":0,""term"":""sin(x1)*cos(x2)"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.2,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.15217562511330934,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.2,""selected_fold_count"":0,""term"":""x4"",""top3_repair_fold_count"":0},{""admission_reason"":""no frozen core evidence channel passed"",""admitted"":false,""best_repair_fold_count"":0,""channels_passed"":0,""client_coverage"":1.0,""coefficient_sign_stability"":0.2,""exception_valid_fold_count"":0,""kind"":""core"",""median_abs_residual_correlation"":0.14906319973795057,""observable_client_folds"":20,""path_channel_passed"":false,""residual_channel_passed"":false,""residual_sign_agreement"":0.2,""selected_fold_count"":0,""term"":""x4^2"",""top3_repair_fold_count"":0}],""fold_selected_terms"":[[""1"",""x1"",""x1^2"",""x1^3""],[""1"",""x1"",""x1^2"",""x1^3""],[""1"",""x1"",""x1^2"",""x1^3""],[""1"",""x1"",""sin(x1)"",""cos(x1)"",""x1^3""],[""1"",""x1"",""sin(x1)"",""cos(x1)"",""x1^3""]],""maximum_size"":8,""path_persistence"":true,""role_conditioning"":true},""single"":[{""accepted"":false,""after_terms"":[""1"",""x1"",""x1^3""],""before_terms"":[""1"",""x1"",""x1^3""],""probe_passed"":false,""probe_reason"":""correlated rival matched or beat probe improvement"",""selector_passed"":true,""selector_reason"":""all governed continuation gates passed"",""source"":""hr-v5-single-03"",""stage"":""v5-forward-single"",""term"":""x1^2""},{""accepted"":false,""after_terms"":[""1"",""x1"",""x1^3""],""before_terms"":[""1"",""x1"",""x1^3""],""probe_passed"":false,""probe_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""new-term cross-client support failed: {\""sin(x1)\"": {\""observable_clients\"": 4.0, \""sign_agreement\"": 0.3333333333333333, \""support_fraction\"": 0.75}}"",""source"":""hr-v5-single-04"",""stage"":""v5-forward-single"",""term"":""sin(x1)""},{""accepted"":true,""after_terms"":[""1"",""x1"",""cos(x1)"",""x1^3""],""before_terms"":[""1"",""x1"",""x1^3""],""probe_passed"":true,""probe_reason"":""independent structural probe passed"",""selector_passed"":true,""selector_reason"":""all governed continuation gates passed"",""source"":""hr-v5-single-05"",""stage"":""v5-forward-single"",""term"":""cos(x1)""},{""accepted"":false,""after_terms"":[""1"",""x1"",""cos(x1)"",""x1^3""],""before_terms"":[""1"",""x1"",""cos(x1)"",""x1^3""],""probe_passed"":false,""probe_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""complexity-adjusted validation score did not improve"",""source"":""hr-v5-single-06"",""stage"":""v5-forward-single"",""term"":""sin(x1+x1^2)""},{""accepted"":false,""after_terms"":[""1"",""x1"",""cos(x1)"",""x1^3""],""before_terms"":[""1"",""x1"",""cos(x1)"",""x1^3""],""probe_passed"":false,""probe_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""insufficient validation-MSE gain"",""source"":""hr-v5-single-07"",""stage"":""v5-forward-single"",""term"":""x2^2""},{""accepted"":false,""after_terms"":[""1"",""x1"",""cos(x1)"",""x1^3""],""before_terms"":[""1"",""x1"",""cos(x1)"",""x1^3""],""probe_passed"":false,""probe_reason"":""not evaluated"",""selector_passed"":false,""selector_reason"":""insufficient validation-MSE gain"",""source"":""hr-v5-single-08"",""stage"":""v5-forward-single"",""term"":""cos(x2)""}]}",1.0,1.0,8,5,,,,,,
poly3,spurious,0.03,300,4,19104,scsv-v6-full,1.0,1.0,1.0,2.4362891385214352e-06,0.053857779465713664,0.0,1.0,0.0,scsv-selector-set,0.05616422522189358,0.059420547865256086,1.4690264139999272,3274270,x1;x1^2;x1^3,0.0189 + 1.008·x₁ + 0.9941·x₁² + 0.9994·x₁³,"SCSV-Cert v6; score=1; bank=x1,x1^3,x1^2,sin(x1),sin(x1+x1^2),x2^2; selector=1,x1,x1^2,x1^3; probe_certified=1; sets=63; diagnostics=[{""best_swap_gain"":0.39871972535036093,""best_swap_rival"":""sin(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":51.55012949400651,""loco_min_swap_gain"":0.11509254169448013,""necessity_gain"":71.22894554253679,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1""},{""best_swap_gain"":691.4252309562846,""best_swap_rival"":""x2^2"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":363.1973993349046,""loco_min_swap_gain"":370.27270122720574,""necessity_gain"":672.2929302384233,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^2""},{""best_swap_gain"":19.919409554789468,""best_swap_rival"":""sin(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":797.3982197387111,""loco_min_swap_gain"":14.478003945262913,""necessity_gain"":1426.4107329096137,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^3""}]",1.0,1.0,6,3,1.0,63,0,0,0,1;x1;x1^2;x1^3
poly3,spurious,0.03,300,4,19104,scsv-v6-no-score-proposer,1.0,1.0,1.0,2.4362891385214352e-06,0.053857779465713664,0.0,1.0,0.0,scsv-selector-set,0.05616422522189358,0.059420547865256086,0.7262332200000401,867284,x1;x1^2;x1^3,0.0189 + 1.008·x₁ + 0.9941·x₁² + 0.9994·x₁³,"SCSV-Cert v6; score=0; bank=x1,x1^3,x1^2,sin(x1); selector=1,x1,x1^2,x1^3; probe_certified=1; sets=16; diagnostics=[{""best_swap_gain"":0.39871972535036093,""best_swap_rival"":""sin(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":51.55012949400651,""loco_min_swap_gain"":0.11509254169448013,""necessity_gain"":71.22894554253679,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1""},{""best_swap_gain"":718.4797855619711,""best_swap_rival"":""sin(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":363.1973993349046,""loco_min_swap_gain"":407.0244216727151,""necessity_gain"":672.2929302384233,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^2""},{""best_swap_gain"":19.919409554789468,""best_swap_rival"":""sin(x1)"",""eligible_clients"":[""client-1"",""client-2"",""client-3"",""client-4""],""kind"":""core"",""loco_min_necessity_gain"":797.3982197387111,""loco_min_swap_gain"":14.478003945262913,""necessity_gain"":1426.4107329096137,""necessity_passed"":true,""outside_nondegradation_passed"":true,""passed"":true,""reason"":""set-conditional structural verification passed"",""swap_passed"":true,""term"":""x1^3""}]",1.0,1.0,4,1,1.0,16,0,0,0,1;x1;x1^2;x1^3
poly3,spurious,0.03,300,4,19105,legacy-certificate,1.0,1.0,1.0,4.973686758127728e-07,0.05907971246451857,0.0,1.0,0.0,legacy-certificate,,,0.12354323900001418,178427,x1;x1^2;x1^3,-0.007958 + 1.001·x₁ + 0.9993·x₁³ + 1.001·x₁²,target federated MSE reached,,,,,,,,,,
poly3,spurious,0.03,300,4,19105,crossfit-v2-structural,1.0,1.0,1.0,4.973686758127543e-07,0.059079712464518576,0.0,1.0,1.0,direction-b,0.06907014698660371,0.07859383975720322,0.22872080000001915,424215,x1;x1^2;x1^3,-0.007958 + 1.001·x₁ + 1.001·x₁² + 0.9993·x₁³,"direction A: no sufficiently supported counterexample repair; direction B: target federated MSE reached; selected=direction-b; direction-a: prediction gate failed (new-term cross-client support failed: {""cos(x1)"": {""observable_clients"": 4.0, ""sign_agreement"": 1.0, ""support_fraction"": 1.0}, ""sin(x1)"": {""observable_clients"": 4.0, ""sign_agreement"": 0.0, ""support_fraction"": 1.0}}) | direction-b: prediction and structural probe gates passed | crossfit-union: prediction gate failed (new-term cross-client support failed: {""cos(x1)"": {""observable_clients"": 4.0, ""sign_agreement"": 1.0, ""support_fraction"": 1.0}, ""sin(x1)"": {""observable_clients"": 4.0, ""sign_agreement"": 0.0, ""support_fraction"": 1.0}, ""x1^2"": {""observable_clients"": 4.0, ""sign_agreement"": 1.0, ""support_fraction"": 1.0}}); probes=[{""communication_bytes"":315,""passed"":true,""source"":""direction-b"",""term_diagnostics"":[{""best_rival"":""cos(x1)"",""best_rival_probe_improvement"":129.50994589794533,""client_win_fraction"":0.75,""passed"":true,""proposed_probe_improvement"":138.9447021672885,""reason"":""independent structural probe passed"",""relative_advantage"":0.06790295795505609,""rivals"":[""cos(x1)""],""selector_sign_agreement"":1.0,""term"":""x1^2""}]}]",,,,,,,,,,
poly3,spurious,0.03,300,4,19105,centralized-forward,1.0,1.0,1.0,4.973686758122492e-07,0.059079712464518555,0.0,1.0,0.0,centralized-upper-bound,,,0.017610904999969534,0,x1;x1^2;x1^3,-0.007958 + 0.9993·x₁³ + 1.001·x₁² + 1.001·x₁,information criterion stopped,,,,,,,,,,
